id,original,surface,pronunciation,type,field,era,birth_year,death_year,nobel,gender,country,status,description,image,image_page
2867,トロフィム・ルイセンコ,ルイセンコ,ルイセンコ,family,生物学,近代,1898,1976,no,男性,ウクライナ・ソビエト社会主義共和国/ウクライナ人民共和国/ソビエト連邦/ロシア帝国/ロシア臨時政府,物故,ヨシフ・スターリンの支持の元、反遺伝学キャンペーン（ルイセンコ論争）を展開して正統派遺伝学者を排斥しソ連の遺伝学に極めて著しい打撃を与えた上、彼の提唱した農法が実行された結果、ソ連農業に対しても大きな被害を与えた。,http://commons.wikimedia.org/wiki/Special:FilePath/Trofim_Lysenko_portrait.jpg,https://commons.wikimedia.org/wiki/File:Trofim_Lysenko_portrait.jpg
2867,トロフィム・ルイセンコ,トロフィム・ルイセンコ,トロフィム・ルイセンコ,full,生物学,近代,1898,1976,no,男性,ウクライナ・ソビエト社会主義共和国/ウクライナ人民共和国/ソビエト連邦/ロシア帝国/ロシア臨時政府,物故,ヨシフ・スターリンの支持の元、反遺伝学キャンペーン（ルイセンコ論争）を展開して正統派遺伝学者を排斥しソ連の遺伝学に極めて著しい打撃を与えた上、彼の提唱した農法が実行された結果、ソ連農業に対しても大きな被害を与えた。,http://commons.wikimedia.org/wiki/Special:FilePath/Trofim_Lysenko_portrait.jpg,https://commons.wikimedia.org/wiki/File:Trofim_Lysenko_portrait.jpg
2868,リーランド・ハートウェル,ハートウェル,ハートウェル,family,生物学,現代,1939,NA,yes,男性,アメリカ合衆国,存命,細胞周期を制御するCDC遺伝子を発見し、2001年ノーベル生理学・医学賞を共同受賞。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/scientist/sc_6f67ae5441.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/scientist/sc_6f67ae5441.svg
2868,リーランド・ハートウェル,リーランド・ハートウェル,リーランド・ハートウェル,full,生物学,現代,1939,NA,yes,男性,アメリカ合衆国,存命,細胞周期を制御するCDC遺伝子を発見し、2001年ノーベル生理学・医学賞を共同受賞。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/scientist/sc_6f67ae5441.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/scientist/sc_6f67ae5441.svg
2869,フェリド・ムラド,ムラド,ムラド,family,生物学,現代,1936,2023,yes,男性,アメリカ合衆国,物故,1998年にロバート・ファーチゴット、ルイ・イグナロと共にノーベル生理学・医学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Ferid_Murad.jpg,https://commons.wikimedia.org/wiki/File:Ferid_Murad.jpg
2869,フェリド・ムラド,フェリド・ムラド,フェリド・ムラド,full,生物学,現代,1936,2023,yes,男性,アメリカ合衆国,物故,1998年にロバート・ファーチゴット、ルイ・イグナロと共にノーベル生理学・医学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Ferid_Murad.jpg,https://commons.wikimedia.org/wiki/File:Ferid_Murad.jpg
2870,ハンス・クレブス,クレブス,クレブス,family,生物学,近代,1900,1981,yes,男性,イギリス/ドイツ,物故,細胞が栄養からエネルギーを得るクエン酸回路を発見し、1953年ノーベル生理学・医学賞を共同受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Hans_Adolf_Krebs.jpg,https://commons.wikimedia.org/wiki/File:Hans_Adolf_Krebs.jpg
2870,ハンス・クレブス,ハンス・クレブス,ハンス・クレブス,full,生物学,近代,1900,1981,yes,男性,イギリス/ドイツ,物故,細胞が栄養からエネルギーを得るクエン酸回路を発見し、1953年ノーベル生理学・医学賞を共同受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Hans_Adolf_Krebs.jpg,https://commons.wikimedia.org/wiki/File:Hans_Adolf_Krebs.jpg
2871,ユリウス・リヒャルト・ペトリ,ペトリ,ペトリ,family,生物学,近代,1852,1921,no,男性,ドイツ帝国/プロイセン王国/ヴァイマル共和政,物故,シャーレ（ペトリ皿）の発明で知られる。,http://commons.wikimedia.org/wiki/Special:FilePath/Julius_Richard_Petri.jpg,https://commons.wikimedia.org/wiki/File:Julius_Richard_Petri.jpg
2871,ユリウス・リヒャルト・ペトリ,ユリウス・リヒャルト・ペトリ,ユリウス・リヒャルト・ペトリ,full,生物学,近代,1852,1921,no,男性,ドイツ帝国/プロイセン王国/ヴァイマル共和政,物故,シャーレ（ペトリ皿）の発明で知られる。,http://commons.wikimedia.org/wiki/Special:FilePath/Julius_Richard_Petri.jpg,https://commons.wikimedia.org/wiki/File:Julius_Richard_Petri.jpg
2872,ヨハネス・ペーター・ミュラー,ミュラー,ミュラー,family,生物学,近代,1801,1858,no,男性,プロイセン王国,物故,比較生理学の基礎を築き、「ミュラー管」に名を残す生理学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes_Peter_M%C3%BCller.jpg,https://commons.wikimedia.org/wiki/File:Johannes_Peter_M%C3%BCller.jpg
2872,ヨハネス・ペーター・ミュラー,ヨハネス・ペーター・ミュラー,ヨハネス・ペーター・ミュラー,full,生物学,近代,1801,1858,no,男性,プロイセン王国,物故,比較生理学の基礎を築き、「ミュラー管」に名を残す生理学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Johannes_Peter_M%C3%BCller.jpg,https://commons.wikimedia.org/wiki/File:Johannes_Peter_M%C3%BCller.jpg
2873,ヴィリー・ヘニッヒ,ヘニッヒ,ヘニッヒ,family,生物学,現代,1913,1976,no,男性,ドイツ,物故,双翅目（ハエ目）を専門とする昆虫学者としても知られるが、特に分岐学、すなわち生物の進化過程を分岐パターンとして推定する系統学・分類学の創始者として名高い。,http://commons.wikimedia.org/wiki/Special:FilePath/Willi_Hennig2.jpg,https://commons.wikimedia.org/wiki/File:Willi_Hennig2.jpg
2873,ヴィリー・ヘニッヒ,ヴィリー・ヘニッヒ,ヴィリー・ヘニッヒ,full,生物学,現代,1913,1976,no,男性,ドイツ,物故,双翅目（ハエ目）を専門とする昆虫学者としても知られるが、特に分岐学、すなわち生物の進化過程を分岐パターンとして推定する系統学・分類学の創始者として名高い。,http://commons.wikimedia.org/wiki/Special:FilePath/Willi_Hennig2.jpg,https://commons.wikimedia.org/wiki/File:Willi_Hennig2.jpg
2874,エンゲルベルト・ケンペル,ケンペル,ケンペル,family,生物学,近世,1651,1716,no,男性,リッペ＝デトモルト伯領,物故,ドイツ北部レムゴー出身の医師、博物学者。ヨーロッパにおいて日本を初めて体系的に記述した『日本誌』の原著者として知られる。出島の三学者の一人。,http://commons.wikimedia.org/wiki/Special:FilePath/Engelbert_Kaempfer_cartouche.jpg,https://commons.wikimedia.org/wiki/File:Engelbert_Kaempfer_cartouche.jpg
2874,エンゲルベルト・ケンペル,エンゲルベルト・ケンペル,エンゲルベルト・ケンペル,full,生物学,近世,1651,1716,no,男性,リッペ＝デトモルト伯領,物故,ドイツ北部レムゴー出身の医師、博物学者。ヨーロッパにおいて日本を初めて体系的に記述した『日本誌』の原著者として知られる。出島の三学者の一人。,http://commons.wikimedia.org/wiki/Special:FilePath/Engelbert_Kaempfer_cartouche.jpg,https://commons.wikimedia.org/wiki/File:Engelbert_Kaempfer_cartouche.jpg
2875,ヨハン・フリードリヒ・ブルーメンバッハ,ブルーメンバッハ,ブルーメンバッハ,family,生物学,近代,1752,1840,no,男性,ザクセン＝コーブルク＝ゴータ公国/ザクセン＝ゴータ＝アルテンブルク公国,物故,近代的な動物学、人類学の創始者の一人で、動物の発生に関して、卵などの内部に生まれてくる子の構造が既に存在しているという「前成説」に反対した。,http://commons.wikimedia.org/wiki/Special:FilePath/Johann_Friedrich_Blumenbach.jpeg,https://commons.wikimedia.org/wiki/File:Johann_Friedrich_Blumenbach.jpeg
2875,ヨハン・フリードリヒ・ブルーメンバッハ,ヨハン・フリードリヒ・ブルーメンバッハ,ヨハン・フリードリヒ・ブルーメンバッハ,full,生物学,近代,1752,1840,no,男性,ザクセン＝コーブルク＝ゴータ公国/ザクセン＝ゴータ＝アルテンブルク公国,物故,近代的な動物学、人類学の創始者の一人で、動物の発生に関して、卵などの内部に生まれてくる子の構造が既に存在しているという「前成説」に反対した。,http://commons.wikimedia.org/wiki/Special:FilePath/Johann_Friedrich_Blumenbach.jpeg,https://commons.wikimedia.org/wiki/File:Johann_Friedrich_Blumenbach.jpeg
2876,カール・フォン・フリッシュ,フリッシュ,フリッシュ,family,生物学,近代,1886,1982,yes,男性,オーストリア,物故,1973年、ニコ・ティンバーゲン、コンラート・ローレンツと共にノーベル生理学・医学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Karl_von_Frisch_-_Atelier_Veritas%2C_c._1926.jpg,https://commons.wikimedia.org/wiki/File:Karl_von_Frisch_-_Atelier_Veritas%2C_c._1926.jpg
2876,カール・フォン・フリッシュ,カール・フォン・フリッシュ,カール・フォン・フリッシュ,full,生物学,近代,1886,1982,yes,男性,オーストリア,物故,1973年、ニコ・ティンバーゲン、コンラート・ローレンツと共にノーベル生理学・医学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Karl_von_Frisch_-_Atelier_Veritas%2C_c._1926.jpg,https://commons.wikimedia.org/wiki/File:Karl_von_Frisch_-_Atelier_Veritas%2C_c._1926.jpg
2877,オットー・フィンシュ,フィンシュ,フィンシュ,family,生物学,近代,1839,1917,no,男性,プロイセン王国,物故,太平洋や東南アジアを調査し、数多くの鳥類を新種として記載した博物学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Otto-Finsch-1839-1917.jpg,https://commons.wikimedia.org/wiki/File:Otto-Finsch-1839-1917.jpg
2877,オットー・フィンシュ,オットー・フィンシュ,オットー・フィンシュ,full,生物学,近代,1839,1917,no,男性,プロイセン王国,物故,太平洋や東南アジアを調査し、数多くの鳥類を新種として記載した博物学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Otto-Finsch-1839-1917.jpg,https://commons.wikimedia.org/wiki/File:Otto-Finsch-1839-1917.jpg
2878,ヘルマン・シュレーゲル,シュレーゲル,シュレーゲル,family,生物学,近代,1804,1884,no,男性,ザクセン＝アルテンブルク公国,物故,多数の鳥類の新種を記載し、鳥類の分類体系に貢献した動物学者。,http://commons.wikimedia.org/wiki/Special:FilePath/HermannSchlegelNeumann.JPG,https://commons.wikimedia.org/wiki/File:HermannSchlegelNeumann.JPG
2878,ヘルマン・シュレーゲル,ヘルマン・シュレーゲル,ヘルマン・シュレーゲル,full,生物学,近代,1804,1884,no,男性,ザクセン＝アルテンブルク公国,物故,多数の鳥類の新種を記載し、鳥類の分類体系に貢献した動物学者。,http://commons.wikimedia.org/wiki/Special:FilePath/HermannSchlegelNeumann.JPG,https://commons.wikimedia.org/wiki/File:HermannSchlegelNeumann.JPG
2879,ピエール・ジョゼフ・ボナテール,ボナテール,ボナテール,family,生物学,近代,1752,1804,no,男性,フランス,物故,約25の魚類の新種を発見し、百科事典の執筆ために約400のイラストを集めた。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/scientist/sc_402997725a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/scientist/sc_402997725a.svg
2879,ピエール・ジョゼフ・ボナテール,ピエール・ジョゼフ・ボナテール,ピエール・ジョゼフ・ボナテール,full,生物学,近代,1752,1804,no,男性,フランス,物故,約25の魚類の新種を発見し、百科事典の執筆ために約400のイラストを集めた。,https://raw.githubusercontent.com/soramimic/soramimic-wordlists/main/images/scientist/sc_402997725a.svg,https://github.com/soramimic/soramimic-wordlists/blob/main/images/scientist/sc_402997725a.svg
2880,マリア・モンテッソーリ,モンテッソーリ,モンテッソーリ,family,生物学,近代,1870,1952,no,女性,イタリア/イタリア王国,物故,イタリアの医学博士、幼児教育者、科学者、フェミニスト。モンテッソーリ教育法の開発者として知られる。,http://commons.wikimedia.org/wiki/Special:FilePath/Maria_Montessori_%28portrait%29.jpg,https://commons.wikimedia.org/wiki/File:Maria_Montessori_%28portrait%29.jpg
2880,マリア・モンテッソーリ,マリア・モンテッソーリ,マリア・モンテッソーリ,full,生物学,近代,1870,1952,no,女性,イタリア/イタリア王国,物故,イタリアの医学博士、幼児教育者、科学者、フェミニスト。モンテッソーリ教育法の開発者として知られる。,http://commons.wikimedia.org/wiki/Special:FilePath/Maria_Montessori_%28portrait%29.jpg,https://commons.wikimedia.org/wiki/File:Maria_Montessori_%28portrait%29.jpg
2881,マイケル・ヤング,ヤング,ヤング,family,生物学,現代,1949,NA,yes,男性,アメリカ合衆国,存命,概日時計を制御する遺伝子と分子機構を解明し、2017年ノーベル生理学・医学賞を共同受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Michael_W._Young_D81_4345_%2838162439194%29.jpg,https://commons.wikimedia.org/wiki/File:Michael_W._Young_D81_4345_%2838162439194%29.jpg
2881,マイケル・ヤング,マイケル・ヤング,マイケル・ヤング,full,生物学,現代,1949,NA,yes,男性,アメリカ合衆国,存命,概日時計を制御する遺伝子と分子機構を解明し、2017年ノーベル生理学・医学賞を共同受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Michael_W._Young_D81_4345_%2838162439194%29.jpg,https://commons.wikimedia.org/wiki/File:Michael_W._Young_D81_4345_%2838162439194%29.jpg
2882,ロビン・ダンバー,ダンバー,ダンバー,family,生物学,現代,1947,NA,no,男性,イギリス,存命,個体が安定して維持できる社会関係数の上限を示す「ダンバー数」を提唱した進化生物学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Robin_Dunbar_%286293027302%29.jpg,https://commons.wikimedia.org/wiki/File:Robin_Dunbar_%286293027302%29.jpg
2882,ロビン・ダンバー,ロビン・ダンバー,ロビン・ダンバー,full,生物学,現代,1947,NA,no,男性,イギリス,存命,個体が安定して維持できる社会関係数の上限を示す「ダンバー数」を提唱した進化生物学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Robin_Dunbar_%286293027302%29.jpg,https://commons.wikimedia.org/wiki/File:Robin_Dunbar_%286293027302%29.jpg
2883,アンナ・ヴェーバー＝ファン・ボッセ,ボッセ,ボッセ,family,生物学,近代,1852,1942,no,女性,オランダ王国,物故,シボガ号探検隊で海藻類を収集・分類し、複数の新属を記載してインド太平洋の藻類学研究の基盤を築いた。,http://commons.wikimedia.org/wiki/Special:FilePath/Anna_Antoinette_Weber-van_Bosse.jpg,https://commons.wikimedia.org/wiki/File:Anna_Antoinette_Weber-van_Bosse.jpg
2883,アンナ・ヴェーバー＝ファン・ボッセ,アンナ・ヴェーバー＝ファン・ボッセ,アンナ・ヴェーバー・ファン・ボッセ,full,生物学,近代,1852,1942,no,女性,オランダ王国,物故,シボガ号探検隊で海藻類を収集・分類し、複数の新属を記載してインド太平洋の藻類学研究の基盤を築いた。,http://commons.wikimedia.org/wiki/Special:FilePath/Anna_Antoinette_Weber-van_Bosse.jpg,https://commons.wikimedia.org/wiki/File:Anna_Antoinette_Weber-van_Bosse.jpg
2884,ミコラ・フェドロヴィチ・ガマリーヤ,ガマリーヤ,ガマリーヤ,family,生物学,近代,1859,1949,no,男性,ソビエト連邦/ロシア帝国,物故,微生物学とワクチン研究において先駆的な役割を果たしたロシア帝国およびソビエト連邦の医師および科学者。,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%93%D0%B0%D0%BC%D0%B0%D0%BB%D0%B5%D1%8F_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%A4%D1%91%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87.jpg,https://commons.wikimedia.org/wiki/File:%D0%93%D0%B0%D0%BC%D0%B0%D0%BB%D0%B5%D1%8F_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%A4%D1%91%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87.jpg
2884,ミコラ・フェドロヴィチ・ガマリーヤ,ミコラ・フェドロヴィチ・ガマリーヤ,ミコラ・フェドロヴィチ・ガマリーヤ,full,生物学,近代,1859,1949,no,男性,ソビエト連邦/ロシア帝国,物故,微生物学とワクチン研究において先駆的な役割を果たしたロシア帝国およびソビエト連邦の医師および科学者。,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%93%D0%B0%D0%BC%D0%B0%D0%BB%D0%B5%D1%8F_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%A4%D1%91%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87.jpg,https://commons.wikimedia.org/wiki/File:%D0%93%D0%B0%D0%BC%D0%B0%D0%BB%D0%B5%D1%8F_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9_%D0%A4%D1%91%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87.jpg
2885,フィリッパ・マラック,マラック,マラック,family,生物学,現代,1945,NA,no,女性,アメリカ合衆国,存命,イギリスの女性生物学者。T細胞受容体や自己免疫疾患の研究で知られる。,http://commons.wikimedia.org/wiki/Special:FilePath/Philippa_Marrack_1992_-_National_Jewish_Health.jpg,https://commons.wikimedia.org/wiki/File:Philippa_Marrack_1992_-_National_Jewish_Health.jpg
2885,フィリッパ・マラック,フィリッパ・マラック,フィリッパ・マラック,full,生物学,現代,1945,NA,no,女性,アメリカ合衆国,存命,イギリスの女性生物学者。T細胞受容体や自己免疫疾患の研究で知られる。,http://commons.wikimedia.org/wiki/Special:FilePath/Philippa_Marrack_1992_-_National_Jewish_Health.jpg,https://commons.wikimedia.org/wiki/File:Philippa_Marrack_1992_-_National_Jewish_Health.jpg
2886,ジョレス・メドヴェージェフ,メドヴェージェフ,メドヴェージェフ,family,生物学,現代,1925,2018,no,男性,イギリス/ソビエト連邦/ロシア,物故,老化がタンパク質合成の誤りの蓄積によるとするエラーカタストロフ説を提唱した生物学者。,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%96%D0%BE%D1%80%D0%B5%D1%81_%D0%9C%D0%B5%D0%B4%D0%B2%D0%B5%D0%B4%D0%B5%D0%B2.jpg,https://commons.wikimedia.org/wiki/File:%D0%96%D0%BE%D1%80%D0%B5%D1%81_%D0%9C%D0%B5%D0%B4%D0%B2%D0%B5%D0%B4%D0%B5%D0%B2.jpg
2886,ジョレス・メドヴェージェフ,ジョレス・メドヴェージェフ,ジョレス・メドヴェージェフ,full,生物学,現代,1925,2018,no,男性,イギリス/ソビエト連邦/ロシア,物故,老化がタンパク質合成の誤りの蓄積によるとするエラーカタストロフ説を提唱した生物学者。,http://commons.wikimedia.org/wiki/Special:FilePath/%D0%96%D0%BE%D1%80%D0%B5%D1%81_%D0%9C%D0%B5%D0%B4%D0%B2%D0%B5%D0%B4%D0%B5%D0%B2.jpg,https://commons.wikimedia.org/wiki/File:%D0%96%D0%BE%D1%80%D0%B5%D1%81_%D0%9C%D0%B5%D0%B4%D0%B2%D0%B5%D0%B4%D0%B5%D0%B2.jpg
2887,ニコライ・ヴァヴィロフ,ヴァヴィロフ,ヴァヴィロフ,family,生物学,近代,1887,1943,no,男性,ソビエト連邦/ロシア帝国/ロシア社会主義連邦ソビエト共和国,物故,栽培植物の起源地に関する理論を提唱し、世界初の種子バンクを設立した。,http://commons.wikimedia.org/wiki/Special:FilePath/Nikolai_Vavilov_NYWTS.jpg,https://commons.wikimedia.org/wiki/File:Nikolai_Vavilov_NYWTS.jpg
2887,ニコライ・ヴァヴィロフ,ニコライ・ヴァヴィロフ,ニコライ・ヴァヴィロフ,full,生物学,近代,1887,1943,no,男性,ソビエト連邦/ロシア帝国/ロシア社会主義連邦ソビエト共和国,物故,栽培植物の起源地に関する理論を提唱し、世界初の種子バンクを設立した。,http://commons.wikimedia.org/wiki/Special:FilePath/Nikolai_Vavilov_NYWTS.jpg,https://commons.wikimedia.org/wiki/File:Nikolai_Vavilov_NYWTS.jpg
2888,ヴィルヘルム・ホフマイスター,ホフマイスター,ホフマイスター,family,生物学,近代,1824,1877,no,男性,ザクセン王国,物故,植物比較形態学、植物発生学に貢献した。,http://commons.wikimedia.org/wiki/Special:FilePath/Wilhelm_Hofmeister_%28HeidICON_28826%29_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Wilhelm_Hofmeister_%28HeidICON_28826%29_%28cropped%29.jpg
2888,ヴィルヘルム・ホフマイスター,ヴィルヘルム・ホフマイスター,ヴィルヘルム・ホフマイスター,full,生物学,近代,1824,1877,no,男性,ザクセン王国,物故,植物比較形態学、植物発生学に貢献した。,http://commons.wikimedia.org/wiki/Special:FilePath/Wilhelm_Hofmeister_%28HeidICON_28826%29_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Wilhelm_Hofmeister_%28HeidICON_28826%29_%28cropped%29.jpg
2889,リチャード・ドーキンス,ドーキンス,ドーキンス,family,生物学,現代,1941,NA,no,男性,イギリス,存命,遺伝子中心視点や利己的遺伝子、ミームの概念を提唱した進化生物学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Dinner_with_Richard_Dawkins_and_CFI..._like_a_candle_in_the_dark.jpg,https://commons.wikimedia.org/wiki/File:Dinner_with_Richard_Dawkins_and_CFI..._like_a_candle_in_the_dark.jpg
2889,リチャード・ドーキンス,リチャード・ドーキンス,リチャード・ドーキンス,full,生物学,現代,1941,NA,no,男性,イギリス,存命,遺伝子中心視点や利己的遺伝子、ミームの概念を提唱した進化生物学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Dinner_with_Richard_Dawkins_and_CFI..._like_a_candle_in_the_dark.jpg,https://commons.wikimedia.org/wiki/File:Dinner_with_Richard_Dawkins_and_CFI..._like_a_candle_in_the_dark.jpg
2890,アンリ・ブランヴィル,ブランヴィル,ブランヴィル,family,生物学,近代,1777,1850,no,男性,フランス,物故,動物学・比較解剖学の研究を行い、脊椎動物の分類体系の構築に貢献した。,http://commons.wikimedia.org/wiki/Special:FilePath/Henri_Marie_Ducrotay_de_Blainville.jpg,https://commons.wikimedia.org/wiki/File:Henri_Marie_Ducrotay_de_Blainville.jpg
2890,アンリ・ブランヴィル,アンリ・ブランヴィル,アンリ・ブランヴィル,full,生物学,近代,1777,1850,no,男性,フランス,物故,動物学・比較解剖学の研究を行い、脊椎動物の分類体系の構築に貢献した。,http://commons.wikimedia.org/wiki/Special:FilePath/Henri_Marie_Ducrotay_de_Blainville.jpg,https://commons.wikimedia.org/wiki/File:Henri_Marie_Ducrotay_de_Blainville.jpg
2891,シューアル・ライト,ライト,ライト,family,生物学,近代,1889,1988,no,男性,アメリカ合衆国,物故,アメリカ合衆国の遺伝学者。ロナルド・フィッシャー、J・B・S・ホールデンとともに集団遺伝学の数理的理論を基礎づけたことで知られる。,http://commons.wikimedia.org/wiki/Special:FilePath/Sewall_Wright.jpg,https://commons.wikimedia.org/wiki/File:Sewall_Wright.jpg
2891,シューアル・ライト,シューアル・ライト,シューアル・ライト,full,生物学,近代,1889,1988,no,男性,アメリカ合衆国,物故,アメリカ合衆国の遺伝学者。ロナルド・フィッシャー、J・B・S・ホールデンとともに集団遺伝学の数理的理論を基礎づけたことで知られる。,http://commons.wikimedia.org/wiki/Special:FilePath/Sewall_Wright.jpg,https://commons.wikimedia.org/wiki/File:Sewall_Wright.jpg
2892,アンドレ・ルヴォフ,ルヴォフ,ルヴォフ,family,生物学,現代,1902,1994,yes,男性,フランス,物故,酵素とウイルスの合成の遺伝的制御の研究によってノーベル生理学・医学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Andr%C3%A9_Lwoff_nobel.jpg,https://commons.wikimedia.org/wiki/File:Andr%C3%A9_Lwoff_nobel.jpg
2892,アンドレ・ルヴォフ,アンドレ・ルヴォフ,アンドレ・ルヴォフ,full,生物学,現代,1902,1994,yes,男性,フランス,物故,酵素とウイルスの合成の遺伝的制御の研究によってノーベル生理学・医学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Andr%C3%A9_Lwoff_nobel.jpg,https://commons.wikimedia.org/wiki/File:Andr%C3%A9_Lwoff_nobel.jpg
2893,シドニー・ブレナー,ブレナー,ブレナー,family,生物学,現代,1927,2019,yes,男性,イギリス/南アフリカ共和国,物故,線虫をモデル生物に導入して器官形成と細胞死の遺伝制御を解明し、2002年ノーベル生理学・医学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Sydney_Brenner_OIST_2008_%2833208371153%29_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Sydney_Brenner_OIST_2008_%2833208371153%29_%28cropped%29.jpg
2893,シドニー・ブレナー,シドニー・ブレナー,シドニー・ブレナー,full,生物学,現代,1927,2019,yes,男性,イギリス/南アフリカ共和国,物故,線虫をモデル生物に導入して器官形成と細胞死の遺伝制御を解明し、2002年ノーベル生理学・医学賞を受賞。,http://commons.wikimedia.org/wiki/Special:FilePath/Sydney_Brenner_OIST_2008_%2833208371153%29_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Sydney_Brenner_OIST_2008_%2833208371153%29_%28cropped%29.jpg
2894,リン・マーギュリス,マーギュリス,マーギュリス,family,生物学,現代,1938,2011,no,女性,アメリカ合衆国,物故,日本ではマーグリスやマルグリスと表記されることもある。共生説を提唱したことで著名。,http://commons.wikimedia.org/wiki/Special:FilePath/Lynn_Margulis.jpg,https://commons.wikimedia.org/wiki/File:Lynn_Margulis.jpg
2894,リン・マーギュリス,リン・マーギュリス,リン・マーギュリス,full,生物学,現代,1938,2011,no,女性,アメリカ合衆国,物故,日本ではマーグリスやマルグリスと表記されることもある。共生説を提唱したことで著名。,http://commons.wikimedia.org/wiki/Special:FilePath/Lynn_Margulis.jpg,https://commons.wikimedia.org/wiki/File:Lynn_Margulis.jpg
2896,サリーム・アリー,アリー,アリー,family,生物学,近代,1896,1987,no,男性,イギリス領インド帝国/インド,物故,インド各地で体系的な鳥類調査を行い、インド・パキスタンの鳥類図鑑を著した鳥類学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Salim_ali_mns.jpg,https://commons.wikimedia.org/wiki/File:Salim_ali_mns.jpg
2896,サリーム・アリー,サリーム・アリー,サリーム・アリー,full,生物学,近代,1896,1987,no,男性,イギリス領インド帝国/インド,物故,インド各地で体系的な鳥類調査を行い、インド・パキスタンの鳥類図鑑を著した鳥類学者。,http://commons.wikimedia.org/wiki/Special:FilePath/Salim_ali_mns.jpg,https://commons.wikimedia.org/wiki/File:Salim_ali_mns.jpg
2898,ワンガリ・マータイ,マータイ,マータイ,family,生物学,現代,1940,2011,no,女性,ケニア/ケニア植民地,物故,ケニア出身の女性環境保護活動家、政治家。ノーベル賞受賞者。,http://commons.wikimedia.org/wiki/Special:FilePath/Wangari_Matthai_2001_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Wangari_Matthai_2001_%28cropped%29.jpg
2898,ワンガリ・マータイ,ワンガリ・マータイ,ワンガリ・マータイ,full,生物学,現代,1940,2011,no,女性,ケニア/ケニア植民地,物故,ケニア出身の女性環境保護活動家、政治家。ノーベル賞受賞者。,http://commons.wikimedia.org/wiki/Special:FilePath/Wangari_Matthai_2001_%28cropped%29.jpg,https://commons.wikimedia.org/wiki/File:Wangari_Matthai_2001_%28cropped%29.jpg
2899,エルンスト・ヘッケル,ヘッケル,ヘッケル,family,生物学,近代,1834,1919,no,男性,ドイツ帝国/プロイセン王国/ヴァイマル共和政,物故,ドイツでチャールズ・ダーウィンの進化論を広めるのに貢献した。,http://commons.wikimedia.org/wiki/Special:FilePath/Ernst_Haeckel_1860.jpg,https://commons.wikimedia.org/wiki/File:Ernst_Haeckel_1860.jpg
