id,original,surface,pronunciation,type,category,org,debut_year,status,image,image_page,wikidata,channel,description,subscribers,subscribers_as_of,image_credit,image_usage,image_terms_page,scope,channel_shared
1771,Zander Netherbrand,Zander Netherbrand,ザンダーネザーブランド,full,vtuber,FIRST STAGE PRODUCTION,NA,current,https://firststage-pro.com/manage/wp-content/uploads/2024/04/zander.png,https://firststage-pro.com/talents/zander-netherbrand/?lang=en,NA,Zander Netherbrand 【FIRST STAGE PRODUCTION EN】,NA,NA,NA,Zander Netherbrand / FIRST STAGE PRODUCTION,noncommercial_fanwork,https://firststage-pro.com/en/guideline/,global,no
1772,にゃぷぷ・まりーな,にゃぷぷ・まりーな,ニャププマリーナ,full,vtuber,FIRST STAGE PRODUCTION,NA,former,https://firststage-pro.com/manage/wp-content/uploads/2024/10/詳細ページ用_0006_にゃぷぷ・まりーな立ち絵.png,https://firststage-pro.com/talents/%e3%81%ab%e3%82%83%e3%81%b7%e3%81%b7%e3%83%bb%e3%81%be%e3%82%8a%e3%83%bc%e3%81%aa/,NA,にゃぷぷ・まりーな / Nyapupu Marina【活動終了】,NA,NA,NA,にゃぷぷ・まりーな / FIRST STAGE PRODUCTION,noncommercial_fanwork,https://firststage-pro.com/guideline/,japan,no
1773,もふちゅ大佐,もふちゅ大佐,モフチュタイサ,full,vtuber,FIRST STAGE PRODUCTION,NA,current,https://firststage-pro.com/manage/wp-content/uploads/2025/06/一覧ページサムネイル用_もふちゅ.png,https://firststage-pro.com/talents/%e3%82%82%e3%81%b5%e3%81%a1%e3%82%85%e5%a4%a7%e4%bd%90/,NA,もふちゅ大佐 / Mofuchu,NA,NA,NA,もふちゅ大佐 / FIRST STAGE PRODUCTION,noncommercial_fanwork,https://firststage-pro.com/guideline/,japan,no
1774,るる・らら・りりぃ,るる・らら・りりぃ,ルルララリリィ,full,vtuber,FIRST STAGE PRODUCTION,NA,current,https://firststage-pro.com/manage/wp-content/uploads/2025/06/詳細ページ用_るらり.png,https://firststage-pro.com/talents/%e3%82%8b%e3%82%8b%e3%83%bb%e3%82%89%e3%82%89%e3%83%bb%e3%82%8a%e3%82%8a%e3%81%83/,NA,るる・らら・りりぃ / Ruru Rara Rily【そらびん】,NA,NA,NA,るる・らら・りりぃ / FIRST STAGE PRODUCTION,noncommercial_fanwork,https://firststage-pro.com/guideline/,japan,no
1775,エドガー・フレミング,エドガー・フレミング,エドガーフレミング,full,vtuber,FIRST STAGE PRODUCTION,NA,former,https://firststage-pro.com/manage/wp-content/uploads/2024/04/edgar.png,https://firststage-pro.com/talents/edgar-fleming/,NA,エドガー・フレミング / Edgar Fleming 【活動終了】,NA,NA,NA,エドガー・フレミング / FIRST STAGE PRODUCTION,noncommercial_fanwork,https://firststage-pro.com/guideline/,japan,no
1776,パーフェクト・ボンバー,パーフェクト・ボンバー,パーフェクトボンバー,full,vtuber,FIRST STAGE PRODUCTION,NA,current,https://firststage-pro.com/manage/wp-content/uploads/2024/04/bomber.png,https://firststage-pro.com/talents/perfect-bomber/,NA,パーフェクト・ボンバー / Perfect Bomber,NA,NA,NA,パーフェクト・ボンバー / FIRST STAGE PRODUCTION,noncommercial_fanwork,https://firststage-pro.com/guideline/,japan,no
1777,ルゥ・ネル・ジーニアス,ルゥ・ネル・ジーニアス,ルゥネルジーニアス,full,vtuber,FIRST STAGE PRODUCTION,NA,former,https://firststage-pro.com/manage/wp-content/uploads/2025/06/詳細ページ用_ルゥ.png,https://firststage-pro.com/talents/%e3%83%ab%e3%82%a5%e3%83%bb%e3%83%8d%e3%83%ab%e3%83%bb%e3%82%b8%e3%83%bc%e3%83%8b%e3%82%a2%e3%82%b9/,NA,ルゥ・ネル・ジーニアス / Ruunell Genius【活動終了】,NA,NA,NA,ルゥ・ネル・ジーニアス / FIRST STAGE PRODUCTION,noncommercial_fanwork,https://firststage-pro.com/guideline/,japan,no
1778,ローズ・スイング！,ローズ・スイング！,ローズスイング,full,vtuber,FIRST STAGE PRODUCTION,NA,former,https://firststage-pro.com/manage/wp-content/uploads/2024/04/rose.png,https://firststage-pro.com/talents/rose-swing/,NA,ローズ・スイング ! / Rose Swing ! 【活動終了】,NA,NA,NA,ローズ・スイング！ / FIRST STAGE PRODUCTION,noncommercial_fanwork,https://firststage-pro.com/guideline/,japan,no
1779,儚依るびぃ,儚依るびぃ,ハカナイルビィ,full,vtuber,FIRST STAGE PRODUCTION,NA,former,https://firststage-pro.com/manage/wp-content/uploads/2024/10/詳細ページ用_0000_儚依るびぃ立ち絵.png,https://firststage-pro.com/talents/%e5%84%9a%e4%be%9d%e3%82%8b%e3%81%b3%e3%81%83/,NA,儚依るびぃ / Hakanai Ruby【活動終了】,NA,NA,NA,儚依るびぃ / FIRST STAGE PRODUCTION,noncommercial_fanwork,https://firststage-pro.com/guideline/,japan,no
1780,四季森ことり,四季森ことり,シキモリコトリ,full,vtuber,FIRST STAGE PRODUCTION,NA,current,https://firststage-pro.com/manage/wp-content/uploads/2025/06/詳細ページ用_ことり.png,https://firststage-pro.com/talents/%e5%9b%9b%e5%ad%a3%e6%a3%ae%e3%81%93%e3%81%a8%e3%82%8a/,NA,四季森ことり / Shikimori Kotori【そらびん】,NA,NA,NA,四季森ことり / FIRST STAGE PRODUCTION,noncommercial_fanwork,https://firststage-pro.com/guideline/,japan,no
1781,天ノ桜紬姫,天ノ桜紬姫,アマノサクラツムギヒメ,full,vtuber,FIRST STAGE PRODUCTION,NA,former,https://firststage-pro.com/manage/wp-content/uploads/2024/04/tsumugihime.png,https://firststage-pro.com/talents/amanosakura-tsumugihime/,NA,天ノ桜紬姫 / Amanosakura Tsumugihime【活動終了】,NA,NA,NA,天ノ桜紬姫 / FIRST STAGE PRODUCTION,noncommercial_fanwork,https://firststage-pro.com/guideline/,japan,no
1782,天廻てん,天廻てん,アマエテン,full,vtuber,FIRST STAGE PRODUCTION,NA,former,https://firststage-pro.com/manage/wp-content/uploads/2024/04/ten.png,https://firststage-pro.com/talents/amae-ten/,NA,天廻てん / Amae Ten【活動終了】,NA,NA,NA,天廻てん / FIRST STAGE PRODUCTION,noncommercial_fanwork,https://firststage-pro.com/guideline/,japan,no
1783,姫雅夜花香,姫雅夜花香,ヒメミヤホノカ,full,vtuber,FIRST STAGE PRODUCTION,NA,current,https://firststage-pro.com/manage/wp-content/uploads/2024/10/詳細ページ用_0001_姫雅夜花香立ち絵.png,https://firststage-pro.com/talents/%e5%a7%ab%e9%9b%85%e5%a4%9c%e8%8a%b1%e9%a6%99/,NA,姫雅夜花香 / Himemiya Honoka,NA,NA,NA,姫雅夜花香 / FIRST STAGE PRODUCTION,noncommercial_fanwork,https://firststage-pro.com/guideline/,japan,no
1784,座敷乃笑ク,座敷乃笑ク,ザシキノワラク,full,vtuber,FIRST STAGE PRODUCTION,NA,former,https://firststage-pro.com/manage/wp-content/uploads/2024/04/座敷乃笑ク_立ち絵_talentP.png,https://firststage-pro.com/talents/zashikino-waraku/,NA,座敷乃笑ク / ZashikinoWaraku【活動終了】,NA,NA,NA,座敷乃笑ク / FIRST STAGE PRODUCTION,noncommercial_fanwork,https://firststage-pro.com/guideline/,japan,no
1785,心摘ありさ,心摘ありさ,コズミアリサ,full,vtuber,FIRST STAGE PRODUCTION,NA,former,https://firststage-pro.com/manage/wp-content/uploads/2024/10/詳細ページ用_0003_心摘ありさ立ち絵-1.png,https://firststage-pro.com/talents/%e5%bf%83%e6%91%98%e3%81%82%e3%82%8a%e3%81%95/,NA,心摘ありさ / Kozumi Arisa【活動終了】,NA,NA,NA,心摘ありさ / FIRST STAGE PRODUCTION,noncommercial_fanwork,https://firststage-pro.com/guideline/,japan,no
1786,怪盗サフィール,怪盗サフィール,カイトウサフィール,full,vtuber,FIRST STAGE PRODUCTION,NA,former,https://firststage-pro.com/manage/wp-content/uploads/2024/04/saphir.png,https://firststage-pro.com/talents/saphir-the-phantom-thief/,NA,怪盗サフィール / Saphir The Phantom Thief 【活動終了】,NA,NA,NA,怪盗サフィール / FIRST STAGE PRODUCTION,noncommercial_fanwork,https://firststage-pro.com/guideline/,japan,no
1787,星影テトラ,星影テトラ,ホシカゲテトラ,full,vtuber,FIRST STAGE PRODUCTION,NA,former,https://firststage-pro.com/manage/wp-content/uploads/2024/10/詳細ページ用_0002_星影テトラ立ち絵.png,https://firststage-pro.com/talents/%e6%98%9f%e5%bd%b1%e3%83%86%e3%83%88%e3%83%a9/,NA,星影テトラ / Hoshikage Tetra【活動終了】,NA,NA,NA,星影テトラ / FIRST STAGE PRODUCTION,noncommercial_fanwork,https://firststage-pro.com/guideline/,japan,no
1788,月皇レン,月皇レン,ツキガミレン,full,vtuber,FIRST STAGE PRODUCTION,NA,current,https://firststage-pro.com/manage/wp-content/uploads/2024/04/len.png,https://firststage-pro.com/talents/tsukigami-len/,NA,月皇レン / Tsukigami Len,NA,NA,NA,月皇レン / FIRST STAGE PRODUCTION,noncommercial_fanwork,https://firststage-pro.com/guideline/,japan,no
1789,朱御灰音,朱御灰音,アケミハイネ,full,vtuber,FIRST STAGE PRODUCTION,NA,current,https://firststage-pro.com/manage/wp-content/uploads/2024/04/haine.png,https://firststage-pro.com/talents/akemi-haine/,NA,朱御灰音 / Akemi Haine,NA,NA,NA,朱御灰音 / FIRST STAGE PRODUCTION,noncommercial_fanwork,https://firststage-pro.com/guideline/,japan,no
1790,波宵かなで,波宵かなで,ナミヨイカナデ,full,vtuber,FIRST STAGE PRODUCTION,NA,current,https://firststage-pro.com/manage/wp-content/uploads/2025/06/詳細ページ用_かなで.png,https://firststage-pro.com/talents/%e6%b3%a2%e5%ae%b5%e3%81%8b%e3%81%aa%e3%81%a7/,NA,波宵かなで / Namiyoi Kanade【そらびん】,NA,NA,NA,波宵かなで / FIRST STAGE PRODUCTION,noncommercial_fanwork,https://firststage-pro.com/guideline/,japan,no
1791,爽田こすも,爽田こすも,ソウダコスモ,full,vtuber,FIRST STAGE PRODUCTION,NA,former,https://firststage-pro.com/manage/wp-content/uploads/2024/04/cosmo.png,https://firststage-pro.com/talents/soda-cosmo/,NA,爽田こすも / SodaCosmo【活動終了】,NA,NA,NA,爽田こすも / FIRST STAGE PRODUCTION,noncommercial_fanwork,https://firststage-pro.com/guideline/,japan,no
1792,神頼シハイ,神頼シハイ,カミヨリシハイ,full,vtuber,FIRST STAGE PRODUCTION,NA,former,https://firststage-pro.com/manage/wp-content/uploads/2024/04/shihai.png,https://firststage-pro.com/talents/kamiyori-shihai/,NA,神頼シハイ / Kamiyori Shihai【活動終了】,NA,NA,NA,神頼シハイ / FIRST STAGE PRODUCTION,noncommercial_fanwork,https://firststage-pro.com/guideline/,japan,no
1793,緋ノ宮ヒマリ,緋ノ宮ヒマリ,ヒノミヤヒマリ,full,vtuber,FIRST STAGE PRODUCTION,NA,current,https://firststage-pro.com/manage/wp-content/uploads/2025/06/詳細ページ用_ヒマリ-1.png,https://firststage-pro.com/talents/%e7%b7%8b%e3%83%8e%e5%ae%ae%e3%83%92%e3%83%9e%e3%83%aa/,NA,緋ノ宮ヒマリ / Hinomiya Himari【そらびん】,NA,NA,NA,緋ノ宮ヒマリ / FIRST STAGE PRODUCTION,noncommercial_fanwork,https://firststage-pro.com/guideline/,japan,no
1794,茜子,茜子,アカネ,full,vtuber,FIRST STAGE PRODUCTION,NA,former,https://firststage-pro.com/manage/wp-content/uploads/2024/04/akane.png,https://firststage-pro.com/talents/akane/,NA,茜子 / Akane【活動終了】,NA,NA,NA,茜子 / FIRST STAGE PRODUCTION,noncommercial_fanwork,https://firststage-pro.com/guideline/,japan,no
1795,餅付ぬるぽ,餅付ぬるぽ,モチツケヌルポ,full,vtuber,FIRST STAGE PRODUCTION,NA,current,https://firststage-pro.com/manage/wp-content/uploads/2024/04/nullpo.png,https://firststage-pro.com/talents/mochituke-nullpo/,NA,餅付ぬるぽ / Mochituke Nullpo,NA,NA,NA,餅付ぬるぽ / FIRST STAGE PRODUCTION,noncommercial_fanwork,https://firststage-pro.com/guideline/,japan,no
1796,黒崎タイガ,黒崎タイガ,クロサキタイガ,full,vtuber,FIRST STAGE PRODUCTION,NA,current,https://firststage-pro.com/manage/wp-content/uploads/2024/04/taiga.png,https://firststage-pro.com/talents/kurosaki-taiga/,NA,黒崎タイガ / Kurosaki Taiga,NA,NA,NA,黒崎タイガ / FIRST STAGE PRODUCTION,noncommercial_fanwork,https://firststage-pro.com/guideline/,japan,no
1797,龍ヶ浜ゅぇ,龍ヶ浜ゅぇ,リュウガハマユエ,full,vtuber,FIRST STAGE PRODUCTION,NA,former,https://firststage-pro.com/manage/wp-content/uploads/2024/04/yue.png,https://firststage-pro.com/talents/ryugahama-yue/,NA,龍ヶ浜ゅぇ / Ryugahama Yue【活動終了】,NA,NA,NA,龍ヶ浜ゅぇ / FIRST STAGE PRODUCTION,noncommercial_fanwork,https://firststage-pro.com/guideline/,japan,no
1798,いもいぽて,いもいぽて,イモイポテ,full,vtuber,ぶいじだい,NA,current,https://cdn.getshifter.co/53456dd24f7301e49629f4ee123cdc65589a9ea8/uploads/2024/11/imoi-pote-c.png,https://vjidai.com/talents/imoi-pote/,NA,いもいぽて Pote Ch.【ぶいじだい】,NA,NA,NA,いもいぽて / ぶいじだい,noncommercial_fanwork,https://vjidai.com/guideline/,japan,no
1799,おばけなの,おばけなの,オバケナノ,full,vtuber,ぶいじだい,NA,current,https://cdn.getshifter.co/53456dd24f7301e49629f4ee123cdc65589a9ea8/uploads/2025/12/42c5d879255a753e-scaled.png,https://vjidai.com/talents/obake-nano/,NA,おばけなの / Obake Nano ch,NA,NA,NA,おばけなの / ぶいじだい,noncommercial_fanwork,https://vjidai.com/guideline/,japan,no
1800,暦めくる,暦めくる,コヨミメクル,full,vtuber,ぶいじだい,NA,current,https://cdn.getshifter.co/53456dd24f7301e49629f4ee123cdc65589a9ea8/uploads/2025/12/a78e777643ec2b427b4911a1d5046e63.png,https://vjidai.com/talents/koyomi-mekuru/,NA,暦めくる Mekuru Ch.【ぶいじだい】,NA,NA,NA,暦めくる / ぶいじだい,noncommercial_fanwork,https://vjidai.com/guideline/,japan,no
1801,有栖ノ宮くおん,有栖ノ宮くおん,アリスノミヤクオン,full,vtuber,ぶいじだい,NA,current,https://cdn.getshifter.co/53456dd24f7301e49629f4ee123cdc65589a9ea8/uploads/2025/12/02a8f3905f8c22cc696772f83dc35571.png,https://vjidai.com/talents/arisunomiya-quon/,NA,有栖ノ宮くおん,NA,NA,NA,有栖ノ宮くおん / ぶいじだい,noncommercial_fanwork,https://vjidai.com/guideline/,japan,no
1802,百瀬こいろ,百瀬こいろ,モモセコイロ,full,vtuber,ぶいじだい,NA,current,https://cdn.getshifter.co/53456dd24f7301e49629f4ee123cdc65589a9ea8/uploads/2024/11/momose-koiro-c.png,https://vjidai.com/talents/momose-koiro/,NA,百瀬こいろ Koiro Ch.【ぶいじだい】,NA,NA,NA,百瀬こいろ / ぶいじだい,noncommercial_fanwork,https://vjidai.com/guideline/,japan,no
1803,羽壱まほ,羽壱まほ,ウイチマホ,full,vtuber,ぶいじだい,NA,current,https://cdn.getshifter.co/53456dd24f7301e49629f4ee123cdc65589a9ea8/uploads/2024/11/uichi-maho-c.png,https://vjidai.com/talents/uichi-maho/,NA,羽壱まほ Maho Ch.【ぶいじだい】,NA,NA,NA,羽壱まほ / ぶいじだい,noncommercial_fanwork,https://vjidai.com/guideline/,japan,no
1804,蝶咲りりは,蝶咲りりは,チョウサキリリハ,full,vtuber,ぶいじだい,NA,current,https://cdn.getshifter.co/53456dd24f7301e49629f4ee123cdc65589a9ea8/uploads/2024/11/chosaki-ririha-c.png,https://vjidai.com/talents/chosaki-ririha/,NA,蝶咲りりは Ririha Ch.【ぶいじだい】,NA,NA,NA,蝶咲りりは / ぶいじだい,noncommercial_fanwork,https://vjidai.com/guideline/,japan,no
1805,黄白レモ,黄白レモ,キシロレモ,full,vtuber,ぶいじだい,NA,current,https://cdn.getshifter.co/53456dd24f7301e49629f4ee123cdc65589a9ea8/uploads/2024/11/kishiro-lemo-c.png,https://vjidai.com/talents/kishiro-lemo/,NA,黄白レモ Lemo Ch.【ぶいじだい】,NA,NA,NA,黄白レモ / ぶいじだい,noncommercial_fanwork,https://vjidai.com/guideline/,japan,no
1806,万葉 宴楽良,万葉 宴楽良,マヨウララ,full,vtuber,VRegion,NA,current,https://vregion.jp/wp-content/uploads/3-1.png,https://vregion.jp/archives/CHARACTER/mayourara,NA,万葉宴楽良@VRegion【高知担当】,NA,NA,NA,万葉 宴楽良 / VRegion,noncommercial_fanwork,https://vregion.jp/2ji,japan,no
1807,天ノ守 露,天ノ守 露,アメノモリツユ,full,vtuber,VRegion,NA,current,https://vregion.jp/wp-content/uploads/天ノ守露.png,https://vregion.jp/archives/CHARACTER/amenomoritsuyu,NA,天ノ守露のやったるでチャンネル,NA,NA,NA,天ノ守 露 / VRegion,noncommercial_fanwork,https://vregion.jp/2ji,japan,no
1808,常盤 シイラ,常盤 シイラ,トキワシイラ,full,vtuber,VRegion,NA,current,https://vregion.jp/wp-content/uploads/ご当地Vtuber登録制度-400-x-400-px.png,https://vregion.jp/archives/CHARACTER/%e5%b8%b8%e7%9b%a4-%e3%82%b7%e3%82%a4%e3%83%a9%ef%bc%88%e3%81%a8%e3%81%8d%e3%82%8f-%e3%81%97%e3%81%84%e3%82%89%ef%bc%89,NA,常盤シイラ@VRegion静岡担当,NA,NA,NA,常盤 シイラ / VRegion,noncommercial_fanwork,https://vregion.jp/2ji,japan,no
1809,幸魂 天,幸魂 天,サキミタマテン,full,vtuber,VRegion,NA,current,https://vregion.jp/wp-content/uploads/幸魂天2.png,https://vregion.jp/archives/CHARACTER/sakimitama_ten,NA,幸魂天@VRegion埼玉担当,NA,NA,NA,幸魂 天 / VRegion,noncommercial_fanwork,https://vregion.jp/2ji,japan,no
1810,有城 忠臣,有城 忠臣,ウジョウタダオミ,full,vtuber,VRegion,NA,current,https://vregion.jp/wp-content/uploads/4.png,https://vregion.jp/archives/CHARACTER/ujoutadaomi,NA,おみろぐ,NA,NA,NA,有城 忠臣 / VRegion,noncommercial_fanwork,https://vregion.jp/2ji,japan,no
1811,桃源龍 くぐい,桃源龍 くぐい,トウゲンリュウクグイ,full,vtuber,VRegion,NA,current,https://vregion.jp/wp-content/uploads/【HP用】桃源龍くぐい2.png,https://vregion.jp/archives/CHARACTER/tohgenryukugui,NA,桃源龍くぐい🍑🐉,NA,NA,NA,桃源龍 くぐい / VRegion,noncommercial_fanwork,https://vregion.jp/2ji,japan,no
1812,白雪 ほたる,白雪 ほたる,シロユキホタル,full,vtuber,VRegion,NA,current,https://vregion.jp/wp-content/uploads/2-2.png,https://vregion.jp/archives/CHARACTER/shiroyukihotaru,NA,白雪ほたる@VRegion富山担当,NA,NA,NA,白雪 ほたる / VRegion,noncommercial_fanwork,https://vregion.jp/2ji,japan,no
1813,しーはむ,しーはむ,シーハム,full,vtuber,ProForma Nova,NA,current,https://proforma-nova.jp/_astro/siyham_Z1NTWIx.webp,https://proforma-nova.jp/t/siyham,NA,しーはむ / Siyham【ぷろのゔぁ】,NA,NA,NA,しーはむ / ProForma Nova,noncommercial_fanwork,https://proforma-nova.jp/guidelines,japan,no
1814,なかもとおまち,なかもとおまち,ナカモトオマチ,full,vtuber,ProForma Nova,NA,current,https://proforma-nova.jp/_astro/omachi_Z1yexX9.webp,https://proforma-nova.jp/t/nakamotoomachi,NA,なかもとおまち,NA,NA,NA,なかもとおまち / ProForma Nova,noncommercial_fanwork,https://proforma-nova.jp/guidelines,japan,no
1815,小澄 くろまる,小澄 くろまる,コズミクロマル,full,vtuber,ProForma Nova,NA,current,https://proforma-nova.jp/_astro/miru-4_2oNGNN.webp,https://proforma-nova.jp/t/kozumi-kuromaru,NA,ぷろのゔぁ / ProForma Nova,NA,NA,NA,小澄 くろまる / ProForma Nova,noncommercial_fanwork,https://proforma-nova.jp/guidelines,japan,yes
1816,李じゅぴ汰,李じゅぴ汰,リージュピタ,full,vtuber,ProForma Nova,NA,current,https://proforma-nova.jp/_astro/jupita_QG4ci.webp,https://proforma-nova.jp/t/lee-jupita,NA,李じゅぴ汰 / Lee Jupita【ぷろのゔぁ】,NA,NA,NA,李じゅぴ汰 / ProForma Nova,noncommercial_fanwork,https://proforma-nova.jp/guidelines,japan,no
1817,橙葉 ぽん,橙葉 ぽん,トウハポン,full,vtuber,ProForma Nova,NA,current,https://proforma-nova.jp/_astro/miru_ZzBGm0.webp,https://proforma-nova.jp/t/touha-pon,NA,ぷろのゔぁ / ProForma Nova,NA,NA,NA,橙葉 ぽん / ProForma Nova,noncommercial_fanwork,https://proforma-nova.jp/guidelines,japan,yes
1818,水透ユウ,水透ユウ,ミナトユウ,full,vtuber,ProForma Nova,NA,current,https://proforma-nova.jp/_astro/yu_J85p8.webp,https://proforma-nova.jp/t/minato-yu,NA,水透ユウ / Minato Yu【ぷろのゔぁ】,NA,NA,NA,水透ユウ / ProForma Nova,noncommercial_fanwork,https://proforma-nova.jp/guidelines,japan,no
1819,泡清みる,泡清みる,アワスズミル,full,vtuber,ProForma Nova,NA,current,https://proforma-nova.jp/_astro/miru_Z1G4x6t.webp,https://proforma-nova.jp/t/awasuzu-miru,NA,泡清みる / Awasuzu Miru【ぷろのゔぁ】,NA,NA,NA,泡清みる / ProForma Nova,noncommercial_fanwork,https://proforma-nova.jp/guidelines,japan,no
1820,火乃晴るい,火乃晴るい,ヒノハルイ,full,vtuber,ProForma Nova,NA,current,https://proforma-nova.jp/_astro/rui_1vMzp8.webp,https://proforma-nova.jp/t/hinoha-rui,NA,火乃晴るい / Hinoha Rui【ぷろのゔぁ】,NA,NA,NA,火乃晴るい / ProForma Nova,noncommercial_fanwork,https://proforma-nova.jp/guidelines,japan,no
1821,猫吸 はぴ,猫吸 はぴ,ネコスイハピ,full,vtuber,ProForma Nova,NA,current,https://proforma-nova.jp/_astro/miru-1_Z29BenW.webp,https://proforma-nova.jp/t/nekosui-hapi,NA,ぷろのゔぁ / ProForma Nova,NA,NA,NA,猫吸 はぴ / ProForma Nova,noncommercial_fanwork,https://proforma-nova.jp/guidelines,japan,yes
1822,真昼ねる,真昼ねる,マヒルネル,full,vtuber,ProForma Nova,NA,current,https://proforma-nova.jp/_astro/neru_RpFlI.webp,https://proforma-nova.jp/t/mahiru-neru,NA,真昼ねる / Mahiru Neru【ぷろのゔぁ】,NA,NA,NA,真昼ねる / ProForma Nova,noncommercial_fanwork,https://proforma-nova.jp/guidelines,japan,no
1823,銘兎目あう,銘兎目あう,メトメアウ,full,vtuber,ProForma Nova,NA,current,https://proforma-nova.jp/_astro/au_AQYak.webp,https://proforma-nova.jp/t/metome-au,NA,銘兎目あう / Metome Au【ぷろのゔぁ】,NA,NA,NA,銘兎目あう / ProForma Nova,noncommercial_fanwork,https://proforma-nova.jp/guidelines,japan,no
1824,リアム・ウィリアム,リアム・ウィリアム,リアムウィリアム,full,vtuber,MUSUBIME△,NA,current,https://musubime.me/wp-content/uploads/2021/06/liamwilliam_1.png,https://musubime.me/liamwilliam/,NA,リアム・ウィリアム／Liam William,NA,NA,NA,リアム・ウィリアム / MUSUBIME△,noncommercial_fanwork,https://musubime.me/fanfic-rules,japan,no
1825,山田ソラ,山田ソラ,ヤマダソラ,full,vtuber,MUSUBIME△,NA,current,https://musubime.me/wp-content/uploads/2020/11/yamadasora_1.png,https://musubime.me/yamadasora/,NA,山田ソラ,NA,NA,NA,山田ソラ / MUSUBIME△,noncommercial_fanwork,https://musubime.me/fanfic-rules,japan,no
1826,枸杞乃ココ,枸杞乃ココ,クコノココ,full,vtuber,MUSUBIME△,NA,current,https://musubime.me/wp-content/uploads/2020/11/kukonococo_1.png,https://musubime.me/kukonococo/,NA,枸杞乃ココ - Kukono Coco -,NA,NA,NA,枸杞乃ココ / MUSUBIME△,noncommercial_fanwork,https://musubime.me/fanfic-rules,japan,no
1827,海辺うい,海辺うい,ウミベウイ,full,vtuber,MUSUBIME△,NA,current,https://musubime.me/wp-content/uploads/2023/02/umibeui_1.png,https://musubime.me/umibeui/,NA,海辺うい,NA,NA,NA,海辺うい / MUSUBIME△,noncommercial_fanwork,https://musubime.me/fanfic-rules,japan,no
1828,魂結灯,魂結灯,タマムスビアカリ,full,vtuber,MUSUBIME△,NA,current,https://musubime.me/wp-content/uploads/2021/03/tamamusubiakari_1.png,https://musubime.me/tamamusubiakari/,NA,魂結 灯/TAMAMUSUBI AKARI,NA,NA,NA,魂結灯 / MUSUBIME△,noncommercial_fanwork,https://musubime.me/fanfic-rules,japan,no
1829,LN_へるぷ.exe,LN_へるぷ.exe,エルエヌヘルプ,full,vtuber,ゆうぎり高校,NA,current,https://vhs-city.com/yugirihighschool/images/members/life-navi_help_exe/img-01.png,https://vhs-city.com/yugirihighschool/members/life-navi_help_exe/,NA,LN_へるぷ，exe - ゆうぎり高校,NA,NA,NA,LN_へるぷ.exe / ゆうぎり高校,noncommercial_fanwork,https://vhs-city.com/yugirihighschool/guidelines/fanfic,japan,no
1830,天羅洲テラス,天羅洲テラス,アマラステラス,full,vtuber,ゆうぎり高校,NA,current,https://vhs-city.com/yugirihighschool/images/members/amarasu-terasu/img-01.png,https://vhs-city.com/yugirihighschool/members/amarasu-terasu/,NA,天羅洲テラス / ゆうぎり高校,NA,NA,NA,天羅洲テラス / ゆうぎり高校,noncommercial_fanwork,https://vhs-city.com/yugirihighschool/guidelines/fanfic,japan,no
1831,宮霧りりい,宮霧りりい,ミヤキリリリイ,full,vtuber,ゆうぎり高校,NA,current,https://vhs-city.com/yugirihighschool/images/members/miyakiri-lily/img-01.png,https://vhs-city.com/yugirihighschool/members/miyakiri-lily/,NA,宮霧りりい - ゆうぎり高校,NA,NA,NA,宮霧りりい / ゆうぎり高校,noncommercial_fanwork,https://vhs-city.com/yugirihighschool/guidelines/fanfic,japan,no
1832,篠崎シャノン,篠崎シャノン,シノザキシャノン,full,vtuber,ゆうぎり高校,NA,current,https://vhs-city.com/yugirihighschool/images/members/shinozaki-shanon/img-01.png,https://vhs-city.com/yugirihighschool/members/shinozaki-shanon/,NA,篠崎シャノン / ゆうぎり高校,NA,NA,NA,篠崎シャノン / ゆうぎり高校,noncommercial_fanwork,https://vhs-city.com/yugirihighschool/guidelines/fanfic,japan,no
1833,運命メイナ,運命メイナ,ウンメイメイナ,full,vtuber,ゆうぎり高校,NA,current,https://vhs-city.com/yugirihighschool/images/members/destiny-meina/img-01.png,https://vhs-city.com/yugirihighschool/members/destiny-meina/,NA,運命メイナ / ゆうぎり高校,NA,NA,NA,運命メイナ / ゆうぎり高校,noncommercial_fanwork,https://vhs-city.com/yugirihighschool/guidelines/fanfic,japan,no
1834,桃妃ミルク,桃妃ミルク,モモサキミルク,full,vtuber,ラブボックス,NA,current,https://images.microcms-assets.io/assets/e4b859c555c6436b9654ef6dc843080d/47e4e8b21c0f4729adb7cb71e639e92d/%E6%A1%83%E5%A6%83%E3%83%9F%E3%83%AB%E3%82%AF%E6%A7%98%20%E7%AB%8B%E3%81%A1%E7%B5%B5%20%E6%94%B9%20(4)%20(1).png,https://lovvebox.com/members/momosakimilk/,NA,桃妃ミルク / Momosaki Milk,NA,NA,NA,桃妃ミルク / ラブボックス,noncommercial_fanwork,https://lovvebox.com/guidelines/,japan,no
