id,original,surface,pronunciation,type1,type2,generation,genus,rarity,height_m,weight_kg,description,image,image_page
870,バチンウニ,バチンウニ,バチンウニ,でんき,NA,8,うにポケモン,NA,0.3,1.0,うにポケモン。でんきタイプ。初登場はソード・シールド。高さ0.3m、重さ1.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_aef9a96f56.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
871,ユキハミ,ユキハミ,ユキハミ,こおり,むし,8,いもむしポケモン,NA,0.3,3.8,いもむしポケモン。こおり・むしタイプ。初登場はソード・シールド。高さ0.3m、重さ3.8kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_b8787e9d1e.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
872,モスノウ,モスノウ,モスノウ,こおり,むし,8,こおりがポケモン,NA,1.3,42.0,こおりがポケモン。こおり・むしタイプ。初登場はソード・シールド。高さ1.3m、重さ42.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_266b681ab2.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
873,イシヘンジン,イシヘンジン,イシヘンジン,いわ,NA,8,きょせきポケモン,NA,2.5,520.0,きょせきポケモン。いわタイプ。初登場はソード・シールド。高さ2.5m、重さ520.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_618f8ebe15.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
874,コオリッポ,コオリッポ,コオリッポ,こおり,NA,8,ペンギンポケモン,NA,1.4,89.0,ペンギンポケモン。こおりタイプ。初登場はソード・シールド。高さ1.4m、重さ89.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_3de79c963b.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
875,イエッサン,イエッサン,イエッサン,エスパー,ノーマル,8,かんじょうポケモン,NA,0.9,28.0,かんじょうポケモン。エスパー・ノーマルタイプ。初登場はソード・シールド。高さ0.9m、重さ28.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_ac842e061d.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
876,モルペコ,モルペコ,モルペコ,でんき,あく,8,にめんポケモン,NA,0.3,3.0,にめんポケモン。でんき・あくタイプ。初登場はソード・シールド。高さ0.3m、重さ3.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_ceeda25063.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
877,ゾウドウ,ゾウドウ,ゾウドウ,はがね,NA,8,どうぞうポケモン,NA,1.2,100.0,どうぞうポケモン。はがねタイプ。初登場はソード・シールド。高さ1.2m、重さ100.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_0e7b3da136.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
878,ダイオウドウ,ダイオウドウ,ダイオウドウ,はがね,NA,8,どうぞうポケモン,NA,3.0,650.0,どうぞうポケモン。はがねタイプ。初登場はソード・シールド。高さ3.0m、重さ650.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_1c352a2d7b.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
1197,ダイオウドウ（キョダイマックスのすがた）,ダイオウドウ,ダイオウドウ,はがね,NA,8,どうぞうポケモン,NA,23.0,1000.0,どうぞうポケモン。はがねタイプ。初登場はソード・シールド。高さ23.0m、重さ1000.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_ff447435a5.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
1197,ダイオウドウ（キョダイマックスのすがた）,キョダイマックスダイオウドウ,キョダイマックスダイオウドウ,はがね,NA,8,どうぞうポケモン,NA,23.0,1000.0,どうぞうポケモン。はがねタイプ。初登場はソード・シールド。高さ23.0m、重さ1000.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_ff447435a5.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
1197,ダイオウドウ（キョダイマックスのすがた）,ダイオウドウ（キョダイマックスのすがた）,ダイオウドウキョダイマックスのすがた,はがね,NA,8,どうぞうポケモン,NA,23.0,1000.0,どうぞうポケモン。はがねタイプ。初登場はソード・シールド。高さ23.0m、重さ1000.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_ff447435a5.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
879,パッチラゴン,パッチラゴン,パッチラゴン,でんき,ドラゴン,8,かせきポケモン,NA,1.8,190.0,かせきポケモン。でんき・ドラゴンタイプ。初登場はソード・シールド。高さ1.8m、重さ190.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_ecbacacad9.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
880,パッチルドン,パッチルドン,パッチルドン,でんき,こおり,8,かせきポケモン,NA,2.3,150.0,かせきポケモン。でんき・こおりタイプ。初登場はソード・シールド。高さ2.3m、重さ150.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_7e30993b30.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
881,ウオノラゴン,ウオノラゴン,ウオノラゴン,みず,ドラゴン,8,かせきポケモン,NA,2.3,215.0,かせきポケモン。みず・ドラゴンタイプ。初登場はソード・シールド。高さ2.3m、重さ215.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_44f5e94d98.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
882,ウオチルドン,ウオチルドン,ウオチルドン,みず,こおり,8,かせきポケモン,NA,2.0,175.0,かせきポケモン。みず・こおりタイプ。初登場はソード・シールド。高さ2.0m、重さ175.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_07e2f1a0ec.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
883,ジュラルドン,ジュラルドン,ジュラルドン,はがね,ドラゴン,8,ごうきんポケモン,NA,1.8,40.0,ごうきんポケモン。はがね・ドラゴンタイプ。初登場はソード・シールド。高さ1.8m、重さ40.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_a95ae51df5.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
1198,ジュラルドン（キョダイマックスのすがた）,ジュラルドン,ジュラルドン,はがね,ドラゴン,8,ごうきんポケモン,NA,43.0,1000.0,ごうきんポケモン。はがね・ドラゴンタイプ。初登場はソード・シールド。高さ43.0m、重さ1000.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_c57e299772.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
1198,ジュラルドン（キョダイマックスのすがた）,キョダイマックスジュラルドン,キョダイマックスジュラルドン,はがね,ドラゴン,8,ごうきんポケモン,NA,43.0,1000.0,ごうきんポケモン。はがね・ドラゴンタイプ。初登場はソード・シールド。高さ43.0m、重さ1000.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_c57e299772.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
1198,ジュラルドン（キョダイマックスのすがた）,ジュラルドン（キョダイマックスのすがた）,ジュラルドンキョダイマックスのすがた,はがね,ドラゴン,8,ごうきんポケモン,NA,43.0,1000.0,ごうきんポケモン。はがね・ドラゴンタイプ。初登場はソード・シールド。高さ43.0m、重さ1000.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_c57e299772.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
884,ドラメシヤ,ドラメシヤ,ドラメシヤ,ドラゴン,ゴースト,8,うらめしポケモン,NA,0.5,2.0,うらめしポケモン。ドラゴン・ゴーストタイプ。初登場はソード・シールド。高さ0.5m、重さ2.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_ea09093583.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
885,ドロンチ,ドロンチ,ドロンチ,ドラゴン,ゴースト,8,せわやくポケモン,NA,1.4,11.0,せわやくポケモン。ドラゴン・ゴーストタイプ。初登場はソード・シールド。高さ1.4m、重さ11.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_a188620804.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
886,ドラパルト,ドラパルト,ドラパルト,ドラゴン,ゴースト,8,ステルスポケモン,NA,3.0,50.0,ステルスポケモン。ドラゴン・ゴーストタイプ。初登場はソード・シールド。高さ3.0m、重さ50.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_a8e2c30837.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
887,ザシアン,ザシアン,ザシアン,フェアリー,NA,8,つわものポケモン,伝説,2.8,110.0,つわものポケモン。フェアリータイプ。初登場はソード・シールド。伝説のポケモン。高さ2.8m、重さ110.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_6945049167.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
888,ザマゼンタ,ザマゼンタ,ザマゼンタ,かくとう,NA,8,つわものポケモン,伝説,2.9,210.0,つわものポケモン。かくとうタイプ。初登場はソード・シールド。伝説のポケモン。高さ2.9m、重さ210.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_732a821c37.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
889,ムゲンダイナ,ムゲンダイナ,ムゲンダイナ,どく,ドラゴン,8,キョダイポケモン,伝説,20.0,950.0,キョダイポケモン。どく・ドラゴンタイプ。初登場はソード・シールド。伝説のポケモン。高さ20.0m、重さ950.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_829c4cb0da.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
890,ダクマ,ダクマ,ダクマ,かくとう,NA,8,けんぽうポケモン,伝説,0.6,12.0,けんぽうポケモン。かくとうタイプ。初登場はソード・シールド。伝説のポケモン。高さ0.6m、重さ12.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_98783c5447.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
891,ウーラオス,ウーラオス,ウーラオス,かくとう,あく,8,けんぽうポケモン,伝説,1.9,105.0,けんぽうポケモン。かくとう・あくタイプ。初登場はソード・シールド。伝説のポケモン。高さ1.9m、重さ105.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_5c67031bd6.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
892,ザルード,ザルード,ザルード,あく,くさ,8,わるざるポケモン,幻,1.8,70.0,わるざるポケモン。あく・くさタイプ。初登場はソード・シールド。幻のポケモン。高さ1.8m、重さ70.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_3c189907a6.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
893,レジエレキ,レジエレキ,レジエレキ,でんき,NA,8,エレクトロンポケモン,伝説,1.2,145.0,エレクトロンポケモン。でんきタイプ。初登場はソード・シールド。伝説のポケモン。高さ1.2m、重さ145.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_9f8c17f5d4.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
894,レジドラゴ,レジドラゴ,レジドラゴ,ドラゴン,NA,8,りゅうぎょくポケモン,伝説,2.1,200.0,りゅうぎょくポケモン。ドラゴンタイプ。初登場はソード・シールド。伝説のポケモン。高さ2.1m、重さ200.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_c07da4e829.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
895,ブリザポス,ブリザポス,ブリザポス,こおり,NA,8,あばれうまポケモン,伝説,2.2,800.0,あばれうまポケモン。こおりタイプ。初登場はソード・シールド。伝説のポケモン。高さ2.2m、重さ800.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_01c149e6e3.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
896,レイスポス,レイスポス,レイスポス,ゴースト,NA,8,しゅんばポケモン,伝説,2.0,44.5,しゅんばポケモン。ゴーストタイプ。初登場はソード・シールド。伝説のポケモン。高さ2.0m、重さ44.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_064763b581.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
897,バドレックス,バドレックス,バドレックス,エスパー,くさ,8,キングポケモン,伝説,1.1,7.7,キングポケモン。エスパー・くさタイプ。初登場はソード・シールド。伝説のポケモン。高さ1.1m、重さ7.7kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_6202c11982.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
898,アヤシシ,アヤシシ,アヤシシ,ノーマル,エスパー,8,おおツノポケモン,NA,1.8,95.1,おおツノポケモン。ノーマル・エスパータイプ。初登場はソード・シールド。高さ1.8m、重さ95.1kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_7efc9ca78f.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
899,バサギリ,バサギリ,バサギリ,むし,いわ,8,まさかりポケモン,NA,1.8,89.0,まさかりポケモン。むし・いわタイプ。初登場はソード・シールド。高さ1.8m、重さ89.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_4aedec121c.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
900,ガチグマ,ガチグマ,ガチグマ,じめん,ノーマル,8,でいたんポケモン,NA,2.4,290.0,でいたんポケモン。じめん・ノーマルタイプ。初登場はソード・シールド。高さ2.4m、重さ290.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_e722b1dd56.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
901,イダイトウ,イダイトウ,イダイトウ,みず,ゴースト,8,おおうおポケモン,NA,3.0,110.0,おおうおポケモン。みず・ゴーストタイプ。初登場はソード・シールド。高さ3.0m、重さ110.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_14cc7767f6.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
902,オオニューラ,オオニューラ,オオニューラ,かくとう,どく,8,クライミングポケモン,NA,1.3,43.0,クライミングポケモン。かくとう・どくタイプ。初登場はソード・シールド。高さ1.3m、重さ43.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_41b44dc699.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
903,ハリーマン,ハリーマン,ハリーマン,あく,どく,8,けんざんポケモン,NA,2.5,60.5,けんざんポケモン。あく・どくタイプ。初登場はソード・シールド。高さ2.5m、重さ60.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_6853910f88.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
904,ラブトロス,ラブトロス,ラブトロス,フェアリー,ひこう,8,あいぞうポケモン,伝説,1.6,48.0,あいぞうポケモン。フェアリー・ひこうタイプ。初登場はソード・シールド。伝説のポケモン。高さ1.6m、重さ48.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_48196da7b4.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
905,ニャオハ,ニャオハ,ニャオハ,くさ,NA,9,くさねこポケモン,NA,0.4,4.1,くさねこポケモン。くさタイプ。初登場はスカーレット・バイオレット。高さ0.4m、重さ4.1kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_9809c71bf2.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
906,ニャローテ,ニャローテ,ニャローテ,くさ,NA,9,くさねこポケモン,NA,0.9,12.2,くさねこポケモン。くさタイプ。初登場はスカーレット・バイオレット。高さ0.9m、重さ12.2kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_223c997787.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
907,マスカーニャ,マスカーニャ,マスカーニャ,くさ,あく,9,マジシャンポケモン,NA,1.5,31.2,マジシャンポケモン。くさ・あくタイプ。初登場はスカーレット・バイオレット。高さ1.5m、重さ31.2kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_7634f3efd3.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
908,ホゲータ,ホゲータ,ホゲータ,ほのお,NA,9,ほのおワニポケモン,NA,0.4,9.8,ほのおワニポケモン。ほのおタイプ。初登場はスカーレット・バイオレット。高さ0.4m、重さ9.8kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_a1c7bbb27c.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
909,アチゲータ,アチゲータ,アチゲータ,ほのお,NA,9,ほのおワニポケモン,NA,1.0,30.7,ほのおワニポケモン。ほのおタイプ。初登場はスカーレット・バイオレット。高さ1.0m、重さ30.7kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_b34bcd95b7.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
910,ラウドボーン,ラウドボーン,ラウドボーン,ほのお,ゴースト,9,シンガーポケモン,NA,1.6,326.5,シンガーポケモン。ほのお・ゴーストタイプ。初登場はスカーレット・バイオレット。高さ1.6m、重さ326.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_9a864bedb8.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
911,クワッス,クワッス,クワッス,みず,NA,9,こがもポケモン,NA,0.5,6.1,こがもポケモン。みずタイプ。初登場はスカーレット・バイオレット。高さ0.5m、重さ6.1kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_931bb88d65.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
912,ウェルカモ,ウェルカモ,ウェルカモ,みず,NA,9,レッスンポケモン,NA,1.2,21.5,レッスンポケモン。みずタイプ。初登場はスカーレット・バイオレット。高さ1.2m、重さ21.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_7e1d955ec6.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
913,ウェーニバル,ウェーニバル,ウェーニバル,みず,かくとう,9,ダンサーポケモン,NA,1.8,61.9,ダンサーポケモン。みず・かくとうタイプ。初登場はスカーレット・バイオレット。高さ1.8m、重さ61.9kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_bfa2e44235.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
914,グルトン,グルトン,グルトン,ノーマル,NA,9,ぶたポケモン,NA,0.5,10.2,ぶたポケモン。ノーマルタイプ。初登場はスカーレット・バイオレット。高さ0.5m、重さ10.2kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_2a916468fe.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
915,パフュートン,パフュートン,パフュートン,ノーマル,NA,9,ぶたポケモン,NA,1.0,120.0,ぶたポケモン。ノーマルタイプ。初登場はスカーレット・バイオレット。高さ1.0m、重さ120.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_cba4283da9.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
916,タマンチュラ,タマンチュラ,タマンチュラ,むし,NA,9,いとだまポケモン,NA,0.3,4.0,いとだまポケモン。むしタイプ。初登場はスカーレット・バイオレット。高さ0.3m、重さ4.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_5cd4fda107.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
917,ワナイダー,ワナイダー,ワナイダー,むし,NA,9,トラップポケモン,NA,1.0,16.5,トラップポケモン。むしタイプ。初登場はスカーレット・バイオレット。高さ1.0m、重さ16.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_7493e3fb20.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
918,マメバッタ,マメバッタ,マメバッタ,むし,NA,9,バッタポケモン,NA,0.2,1.0,バッタポケモン。むしタイプ。初登場はスカーレット・バイオレット。高さ0.2m、重さ1.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_415106459e.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
919,エクスレッグ,エクスレッグ,エクスレッグ,むし,あく,9,バッタポケモン,NA,1.0,17.5,バッタポケモン。むし・あくタイプ。初登場はスカーレット・バイオレット。高さ1.0m、重さ17.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_9d46ad409b.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
920,パモ,パモ,パモ,でんき,NA,9,ねずみポケモン,NA,0.3,2.5,ねずみポケモン。でんきタイプ。初登場はスカーレット・バイオレット。高さ0.3m、重さ2.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_cb4d0d0c31.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
921,パモット,パモット,パモット,でんき,かくとう,9,ねずみポケモン,NA,0.4,6.5,ねずみポケモン。でんき・かくとうタイプ。初登場はスカーレット・バイオレット。高さ0.4m、重さ6.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_ef3f1296b6.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
922,パーモット,パーモット,パーモット,でんき,かくとう,9,てあてポケモン,NA,0.9,41.0,てあてポケモン。でんき・かくとうタイプ。初登場はスカーレット・バイオレット。高さ0.9m、重さ41.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_9017e0859a.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
923,ワッカネズミ,ワッカネズミ,ワッカネズミ,ノーマル,NA,9,カップルポケモン,NA,0.3,1.8,カップルポケモン。ノーマルタイプ。初登場はスカーレット・バイオレット。高さ0.3m、重さ1.8kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_78df9df5a7.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
924,イッカネズミ,イッカネズミ,イッカネズミ,ノーマル,NA,9,ファミリーポケモン,NA,0.3,2.8,ファミリーポケモン。ノーマルタイプ。初登場はスカーレット・バイオレット。高さ0.3m、重さ2.8kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_518c929ad9.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
925,パピモッチ,パピモッチ,パピモッチ,フェアリー,NA,9,こいぬポケモン,NA,0.3,10.9,こいぬポケモン。フェアリータイプ。初登場はスカーレット・バイオレット。高さ0.3m、重さ10.9kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_c4624adfb6.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
926,バウッツェル,バウッツェル,バウッツェル,フェアリー,NA,9,いぬポケモン,NA,0.5,14.9,いぬポケモン。フェアリータイプ。初登場はスカーレット・バイオレット。高さ0.5m、重さ14.9kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2/pkm_7847ea7914.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2
927,ミニーブ,ミニーブ,ミニーブ,くさ,ノーマル,9,オリーブポケモン,NA,0.3,6.5,オリーブポケモン。くさ・ノーマルタイプ。初登場はスカーレット・バイオレット。高さ0.3m、重さ6.5kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_d078fc9a3b.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
928,オリーニョ,オリーニョ,オリーニョ,くさ,ノーマル,9,オリーブポケモン,NA,0.6,11.9,オリーブポケモン。くさ・ノーマルタイプ。初登場はスカーレット・バイオレット。高さ0.6m、重さ11.9kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_85a73c8bf7.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
929,オリーヴァ,オリーヴァ,オリーヴァ,くさ,ノーマル,9,オリーブポケモン,NA,1.4,48.2,オリーブポケモン。くさ・ノーマルタイプ。初登場はスカーレット・バイオレット。高さ1.4m、重さ48.2kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_a1d37cb2b9.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
930,イキリンコ,イキリンコ,イキリンコ,ノーマル,ひこう,9,インコポケモン,NA,0.6,2.4,インコポケモン。ノーマル・ひこうタイプ。初登場はスカーレット・バイオレット。高さ0.6m、重さ2.4kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_dbf4e6aba9.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
931,コジオ,コジオ,コジオ,いわ,NA,9,がんえんポケモン,NA,0.4,16.0,がんえんポケモン。いわタイプ。初登場はスカーレット・バイオレット。高さ0.4m、重さ16.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_c85f83984e.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
932,ジオヅム,ジオヅム,ジオヅム,いわ,NA,9,がんえんポケモン,NA,0.6,105.0,がんえんポケモン。いわタイプ。初登場はスカーレット・バイオレット。高さ0.6m、重さ105.0kg。,https://github.com/soramimic/soramimic-wordlists/releases/download/pokemon-typecard-v2b/pkm_a21367a281.svg,https://github.com/soramimic/soramimic-wordlists/releases/tag/pokemon-typecard-v2b
