id,original,surface,pronunciation,subject,level,description,image,image_page,wikidata
3324,ぼくは川,ぼくは川,ボクハカワ,国語,小学校,流れ続ける川に自分を重ねてうたう阪田寛夫の詩。四年生の教材。,,,
3325,わたしと小鳥とすずと,わたしと小鳥とすずと,ワタシトコトリトスズト,国語,小学校,みんなちがってみんないいと結ぶ金子みすゞの詩。三年生で音読する。,http://commons.wikimedia.org/wiki/Special:FilePath/Kaneko_Misuzu.jpg,https://commons.wikimedia.org/wiki/File:Kaneko_Misuzu.jpg,Q291489
3326,夕日がせなかをおしてくる,夕日がせなかをおしてくる,ユウヒガセナカヲオシテクル,国語,小学校,夕日と子どもが呼びかけ合う阪田寛夫の詩。声に出して読む教材。,,,
3327,いなばの白うさぎ,いなばの白うさぎ,イナバノシロウサギ,国語,小学校,わにをだましたうさぎが大国主に助けられる神話。古典入門の教材。,http://commons.wikimedia.org/wiki/Special:FilePath/Shirousagi_-02.jpg,https://commons.wikimedia.org/wiki/File:Shirousagi_-02.jpg,Q2330988
3328,わらしべちょうじゃ,わらしべちょうじゃ,ワラシベチョウジャ,国語,小学校,一本のわらから交換を重ねて長者になる昔話。低学年で読む。,,,
3329,すずめのくらし,すずめのくらし,スズメノクラシ,国語,小学校,身近なすずめの暮らしぶりを観察して説明する低学年の教材。,http://commons.wikimedia.org/wiki/Special:FilePath/Tree_Sparrow_August_2007_Osaka_Japan.jpg,https://commons.wikimedia.org/wiki/File:Tree_Sparrow_August_2007_Osaka_Japan.jpg,Q25968
3330,けむりのきしゃ,けむりのきしゃ,ケムリノキシャ,国語,小学校,煙が汽車になって走る不思議を描く低学年の物語教材。,,,
3331,あひるのあくび,あひるのあくび,アヒルノアクビ,国語,小学校,五十音を織り込んだ言葉遊びの詩。一年生で声に出して楽しむ。,,,
3332,とんこととん,とんこととん,トンコトトン,国語,小学校,床下から響く音をめぐるねずみとの交流を描く一年生の物語。,,,
3333,さとうとしお,さとうとしお,サトウトシオ,国語,小学校,砂糖と塩の違いを調べて説明する低学年の説明文教材。,,,
3334,あめですよ,あめですよ,アメデスヨ,国語,小学校,雨の日の様子をうたう低学年の詩の教材。音読して楽しむ。,,,
3335,はなのみち,はなのみち,ハナノミチ,国語,小学校,くまさんが落とした種が花の道になる一年生の物語教材。,,,
3336,せんねんまんねん,せんねんまんねん,センネンマンネン,国語,小学校,いのちのめぐりを大きな時間の流れでうたうまど・みちおの詩。,,,
3337,名づけられた葉,名づけられた葉,ナヅケラレタハ,国語,小学校,一枚一枚の葉に自分を重ねてうたう新川和江の詩。高学年の教材。,,,
3338,水平線,水平線,スイヘイセン,国語,小学校,水平線のまっすぐさを繰り返してうたう小泉周二の詩。,http://commons.wikimedia.org/wiki/Special:FilePath/Nihonkai_Suiheisen.jpg,https://commons.wikimedia.org/wiki/File:Nihonkai_Suiheisen.jpg,Q11548548
3339,紙風船,紙風船,カミフウセン,国語,小学校,願いを何度でも打ち上げようとうたう黒田三郎の詩。,http://commons.wikimedia.org/wiki/Special:FilePath/Paperballoon.JPG,https://commons.wikimedia.org/wiki/File:Paperballoon.JPG,
3340,からたちの花,からたちの花,カラタチノハナ,国語,小学校,からたちの垣根の四季をうたう北原白秋の詩。音読して味わう。,http://commons.wikimedia.org/wiki/Special:FilePath/Ndl-digital-collections-hakushu-douyodokuhon6-karatachinohana1.jpg,https://commons.wikimedia.org/wiki/File:Ndl-digital-collections-hakushu-douyodokuhon6-karatachinohana1.jpg,Q11264320
3341,素朴な琴,素朴な琴,ソボクナコト,国語,小学校,秋の中に置かれた琴が鳴りだす一瞬をうたう八木重吉の短い詩。,http://commons.wikimedia.org/wiki/Special:FilePath/English_teacher_Jukichi_Yagi.jpg,https://commons.wikimedia.org/wiki/File:English_teacher_Jukichi_Yagi.jpg,Q462303
3342,小景異情,小景異情,ショウケイイジョウ,国語,小学校,ふるさとは遠きにありて思ふものと始まる室生犀星の詩。,http://commons.wikimedia.org/wiki/Special:FilePath/Saisei_Muro_01.jpg,https://commons.wikimedia.org/wiki/File:Saisei_Muro_01.jpg,Q331339
3343,やしの実,やしの実,ヤシノミ,国語,小学校,流れ着いたやしの実に旅の思いを重ねる島崎藤村の詩。,http://commons.wikimedia.org/wiki/Special:FilePath/Shimazaki_Toson2.jpg,https://commons.wikimedia.org/wiki/File:Shimazaki_Toson2.jpg,Q1093783
3344,いちばんぼし,いちばんぼし,イチバンボシ,国語,小学校,夕空に最初に光る星をうたうまど・みちおの短い詩。,,,
3345,さけが大きくなるまで,さけが大きくなるまで,サケガオオキクナルマデ,国語,小学校,さけが川で生まれ海で育ち帰るまでを順に説明する二年生の教材。,http://commons.wikimedia.org/wiki/Special:FilePath/Salmon_%28breeding_color%29.jpg,https://commons.wikimedia.org/wiki/File:Salmon_%28breeding_color%29.jpg,Q475211
3346,ヤマタノオロチ,ヤマタノオロチ,ヤマタノオロチ,国語,小学校,須佐之男命が八岐大蛇を退治する神話。古典に親しむ単元で読む。,http://commons.wikimedia.org/wiki/Special:FilePath/Susanoo-no-Mikoto-slays-Yamata-no-Orochi-in-Izumo-By-Tsukioka-Yoshitoshi.png,https://commons.wikimedia.org/wiki/File:Susanoo-no-Mikoto-slays-Yamata-no-Orochi-in-Izumo-By-Tsukioka-Yoshitoshi.png,Q1054437
3347,くらしと絵文字,くらしと絵文字,クラシトエモジ,国語,小学校,絵文字が言葉を超えて伝わる仕組みを説明する三年生の説明文教材。,http://commons.wikimedia.org/wiki/Special:FilePath/MUTCD_D9-6.svg,https://commons.wikimedia.org/wiki/File:MUTCD_D9-6.svg,Q52827
3348,みぶりでつたえる,みぶりでつたえる,ミブリデツタエル,国語,小学校,身ぶりが言葉を補って気持ちを伝える働きを説明する低学年の教材。,http://commons.wikimedia.org/wiki/Special:FilePath/Photography_is_in_my_heart.jpg,https://commons.wikimedia.org/wiki/File:Photography_is_in_my_heart.jpg,Q371174
3349,言葉と事実,言葉と事実,コトバトジジツ,国語,小学校,同じ事実でも言葉の選び方で印象が変わることを説く説明的文章。,,,
3350,原子の構造,原子の構造,ゲンシノコウゾウ,理科,中学校,中心の原子核とそのまわりを回る電子からなる原子のつくり。中三で学ぶ。,,,
3351,原子核,原子核,ゲンシカク,理科,中学校,原子の中心にあり陽子と中性子からなる粒。正の電気を帯びている。,http://commons.wikimedia.org/wiki/Special:FilePath/Sciences_exactes.svg,https://commons.wikimedia.org/wiki/File:Sciences_exactes.svg,Q37147
3352,原子量,原子量,ゲンシリョウ,理科,中学校,炭素を基準にして表した原子の質量の比。元素ごとに決まった値をとる。,,,
3353,電離,電離,デンリ,理科,中学校,物質が水に溶けて陽イオンと陰イオンに分かれること。酸やアルカリの正体。,http://commons.wikimedia.org/wiki/Special:FilePath/Phase_change_-_en.svg,https://commons.wikimedia.org/wiki/File:Phase_change_-_en.svg,Q190382
3354,窒素の循環,窒素の循環,チッソノジュンカン,理科,中学校,大気と土と生物の間を窒素がめぐるしくみ。分解者や細菌が役割を担う。,http://commons.wikimedia.org/wiki/Special:FilePath/Nitrogen_Cycle_ja.svg,https://commons.wikimedia.org/wiki/File:Nitrogen_Cycle_ja.svg,Q82551
3355,藻類,藻類,ソウルイ,理科,中学校,水中で光合成をする生物のなかま。ワカメやコンブは植物ではなく藻類。,http://commons.wikimedia.org/wiki/Special:FilePath/Ulva_intestinalis_saum%C3%A2tre_wimmereux_juillet_2016_Lamiot_A.jpg,https://commons.wikimedia.org/wiki/File:Ulva_intestinalis_saum%C3%A2tre_wimmereux_juillet_2016_Lamiot_A.jpg,Q37868
3356,黒鉛,黒鉛,コクエン,理科,中学校,炭素だけからなる黒くやわらかい物質。鉛筆のしんや電極に使われる。,http://commons.wikimedia.org/wiki/Special:FilePath/GraphiteUSGOV.jpg,https://commons.wikimedia.org/wiki/File:GraphiteUSGOV.jpg,Q5309
3357,ダイヤモンド,ダイヤモンド,ダイヤモンド,理科,中学校,炭素原子が規則正しく結びついた最も硬い物質。黒鉛と同じ元素からできる。,http://commons.wikimedia.org/wiki/Special:FilePath/Rough_diamond.jpg,https://commons.wikimedia.org/wiki/File:Rough_diamond.jpg,Q5283
3358,ステンレス,ステンレス,ステンレス,理科,中学校,鉄にクロムなどを混ぜたさびにくい合金。流し台や調理器具に広く使われる。,http://commons.wikimedia.org/wiki/Special:FilePath/Stainless_steel_montage.jpg,https://commons.wikimedia.org/wiki/File:Stainless_steel_montage.jpg,Q172587
3359,炎色反応,炎色反応,エンショクハンノウ,理科,中学校,金属を炎に入れると元素ごとの色が出る反応。花火の色のもとになる。,http://commons.wikimedia.org/wiki/Special:FilePath/Flame_test.jpg,https://commons.wikimedia.org/wiki/File:Flame_test.jpg,Q898373
3360,系統樹,系統樹,ケイトウジュ,理科,中学校,生物どうしの進化のつながりを枝分かれの図で表したもの。共通の祖先を示す。,http://commons.wikimedia.org/wiki/Special:FilePath/Phylogenetic_Tree_of_Life-ja.png,https://commons.wikimedia.org/wiki/File:Phylogenetic_Tree_of_Life-ja.png,Q242125
3361,加速度,加速度,カソクド,理科,中学校,速さが単位時間あたりにどれだけ変化するかを表す量。落下運動で学ぶ。,http://commons.wikimedia.org/wiki/Special:FilePath/Gravity_gravita_grave.gif,https://commons.wikimedia.org/wiki/File:Gravity_gravita_grave.gif,Q11376
3362,万有引力,万有引力,バンユウインリョク,理科,中学校,すべての物体がたがいに引き合う力。ニュートンが発見した。,http://commons.wikimedia.org/wiki/Special:FilePath/NewtonsLawOfUniversalGravitation.svg,https://commons.wikimedia.org/wiki/File:NewtonsLawOfUniversalGravitation.svg,Q134465
3363,音色,音色,ネイロ,理科,中学校,同じ高さでも楽器ごとにちがって聞こえる音の性質。波形のちがいで決まる。,,,
3364,放射性物質,放射性物質,ホウシャセイブッシツ,理科,中学校,放射線を出す性質をもつ物質。半減期に従って少しずつ別の原子に変わる。,http://commons.wikimedia.org/wiki/Special:FilePath/2019-11-22_Radioactive_Plutonium_sample_at_Questacon_museum%2C_Canberra%2C_Australia.jpg,https://commons.wikimedia.org/wiki/File:2019-11-22_Radioactive_Plutonium_sample_at_Questacon_museum%2C_Canberra%2C_Australia.jpg,Q11996855
3365,太陽暦,太陽暦,タイヨウレキ,理科,中学校,地球が太陽を一周する時間をもとにした暦。いま使われている暦のもと。,http://commons.wikimedia.org/wiki/Special:FilePath/Calendario_Solar._Piazza_Vecchia._Bergamo-I%C3%B1aki_Otsoa._CC._By_ShA_%24no-.jpg,https://commons.wikimedia.org/wiki/File:Calendario_Solar._Piazza_Vecchia._Bergamo-I%C3%B1aki_Otsoa._CC._By_ShA_%24no-.jpg,Q210953
3366,太陰暦,太陰暦,タイインレキ,理科,中学校,月の満ち欠けをもとにした暦。日本では旧暦として使われていた。,http://commons.wikimedia.org/wiki/Special:FilePath/Lunar_libration_with_phase2.gif,https://commons.wikimedia.org/wiki/File:Lunar_libration_with_phase2.gif,Q185688
3367,リンパ液,リンパ液,リンパエキ,理科,中学校,毛細血管からしみ出て細胞のまわりを満たす液。リンパ管を通って心臓へ戻る。,http://commons.wikimedia.org/wiki/Special:FilePath/Homa_limfo_001.jpg,https://commons.wikimedia.org/wiki/File:Homa_limfo_001.jpg,Q179422
3368,腎臓,腎臓,ジンゾウ,理科,中学校,血液から尿素などをこし取って尿をつくる器官。背中側に左右一対ある。,http://commons.wikimedia.org/wiki/Special:FilePath/Blausen_0592_KidneyAnatomy_01.png,https://commons.wikimedia.org/wiki/File:Blausen_0592_KidneyAnatomy_01.png,Q9377
3369,慣性,慣性,カンセイ,理科,中学校,物体が今の運動を続けようとする性質。急ブレーキで体が前に傾く理由。,http://commons.wikimedia.org/wiki/Special:FilePath/Mehaaniline_t%C3%B6%C3%B6.svg,https://commons.wikimedia.org/wiki/File:Mehaaniline_t%C3%B6%C3%B6.svg,Q122508
3370,チバニアン,チバニアン,チバニアン,理科,中学校,千葉県の地層にちなむ地質時代の名前。約七十七万年前からの時代を指す。,http://commons.wikimedia.org/wiki/Special:FilePath/Chibanian_Strata.jpg,https://commons.wikimedia.org/wiki/File:Chibanian_Strata.jpg,Q492596
3371,ニホニウム,ニホニウム,ニホニウム,理科,中学校,日本の研究チームが発見した百十三番目の元素。周期表に名が刻まれた。,,,
3372,オーロラ,オーロラ,オーロラ,理科,中学校,太陽から届いた粒子が大気と反応して極地の空に光るカーテン状の現象。,http://commons.wikimedia.org/wiki/Special:FilePath/Rovaniemi_-_Aurora_Borealis.jpg,https://commons.wikimedia.org/wiki/File:Rovaniemi_-_Aurora_Borealis.jpg,Q40609
3373,ブラックホール,ブラックホール,ブラックホール,理科,中学校,重力が強すぎて光さえ出られない天体。銀河系の中心にもあるとされる。,http://commons.wikimedia.org/wiki/Special:FilePath/Black_hole_-_Messier_87.jpg,https://commons.wikimedia.org/wiki/File:Black_hole_-_Messier_87.jpg,Q589
3374,ミドリムシ,ミドリムシ,ミドリムシ,理科,中学校,光合成もし動きもする単細胞生物。食品や燃料への利用が研究されている。,http://commons.wikimedia.org/wiki/Special:FilePath/Euglena_-_400x_%288999902391%29.jpg,https://commons.wikimedia.org/wiki/File:Euglena_-_400x_%288999902391%29.jpg,Q236001
3375,液胞,液胞,エキホウ,理科,中学校,植物の細胞に見られる袋状のつくり。水や糖や色素をたくわえる。,http://commons.wikimedia.org/wiki/Special:FilePath/Biological_cell.svg,https://commons.wikimedia.org/wiki/File:Biological_cell.svg,Q127702
3376,相似器官,相似器官,ソウジキカン,理科,中学校,見た目やはたらきはちがうが起源が同じ器官。進化の証拠とされる。,http://commons.wikimedia.org/wiki/Special:FilePath/E_obesa_symmetrica_ies.jpg,https://commons.wikimedia.org/wiki/File:E_obesa_symmetrica_ies.jpg,Q200312
3377,仮根,仮根,カコン,理科,中学校,コケ植物が体を地面に固定するための根のようなつくり。水は吸収しない。,http://commons.wikimedia.org/wiki/Special:FilePath/Penicillium.jpg,https://commons.wikimedia.org/wiki/File:Penicillium.jpg,Q193129
3378,食物網,食物網,ショクモツモウ,理科,中学校,食物連鎖が網の目のようにからみ合った関係。生態系のつながりを表す。,http://commons.wikimedia.org/wiki/Special:FilePath/Hierodula_patellifera_preys_on_maculaticollis.JPG,https://commons.wikimedia.org/wiki/File:Hierodula_patellifera_preys_on_maculaticollis.JPG,Q159462
3379,鉄鉱石,鉄鉱石,テッコウセキ,理科,中学校,鉄を多くふくむ岩石。コークスとともに加熱して酸素をうばい鉄を取り出す。,http://commons.wikimedia.org/wiki/Special:FilePath/Hematite-1.JPG,https://commons.wikimedia.org/wiki/File:Hematite-1.JPG,Q191552
3380,高分子,高分子,コウブンシ,理科,中学校,たくさんの原子が結びついた非常に大きな分子。プラスチックなどが例。,http://commons.wikimedia.org/wiki/Special:FilePath/ProteinStructure.jpg,https://commons.wikimedia.org/wiki/File:ProteinStructure.jpg,Q178593
3381,フェーン現象,フェーン現象,フェーンゲンショウ,理科,中学校,山をこえた空気が乾いて高温になる現象。日本海側の異常な暑さの原因。,http://commons.wikimedia.org/wiki/Special:FilePath/Foehn-Fonh_corrected2.png,https://commons.wikimedia.org/wiki/File:Foehn-Fonh_corrected2.png,Q12314
3382,水酸化物イオン,水酸化物イオン,スイサンカブツイオン,理科,中学校,アルカリ性のもとになる陰イオン。水素イオンと結びついて水になる。,,,
3383,金属イオン,金属イオン,キンゾクイオン,理科,中学校,電子を失って陽イオンになった金属。なりやすさは金属ごとにちがう。,http://commons.wikimedia.org/wiki/Special:FilePath/Plasma-lamp_2.jpg,https://commons.wikimedia.org/wiki/File:Plasma-lamp_2.jpg,Q36496
3384,縦波,縦波,タテナミ,理科,中学校,振動の向きと進む向きが同じ波。地震のＰ波や音がこれにあたる。,http://commons.wikimedia.org/wiki/Special:FilePath/Onde_compression_impulsion_1d_30_petit.gif,https://commons.wikimedia.org/wiki/File:Onde_compression_impulsion_1d_30_petit.gif,Q691978
3385,横波,横波,ヨコナミ,理科,中学校,振動の向きが進む向きと直角になっている波。地震のＳ波が代表例。,http://commons.wikimedia.org/wiki/Special:FilePath/Onde_compression_impulsion_1d_30_petit.gif,https://commons.wikimedia.org/wiki/File:Onde_compression_impulsion_1d_30_petit.gif,Q691978
3386,対立形質,対立形質,タイリツケイシツ,理科,中学校,丸形としわ形のように同時には現れない一対の形質。遺伝の実験で使う。,http://commons.wikimedia.org/wiki/Special:FilePath/Autosomal_dominant_and_recessive.svg,https://commons.wikimedia.org/wiki/File:Autosomal_dominant_and_recessive.svg,Q19615136
3387,熱運動,熱運動,ネツウンドウ,理科,中学校,物質をつくる粒子が絶えず動き回る運動。温度が高いほど激しくなる。,http://commons.wikimedia.org/wiki/Special:FilePath/171879main_LimbFlareJan12_lg.jpg,https://commons.wikimedia.org/wiki/File:171879main_LimbFlareJan12_lg.jpg,Q44432
3388,大陸移動説,大陸移動説,タイリクイドウセツ,理科,中学校,大陸はかつて一つでその後移動したという考え。ウェゲナーが唱えた。,http://commons.wikimedia.org/wiki/Special:FilePath/Pangea_animation_03.gif,https://commons.wikimedia.org/wiki/File:Pangea_animation_03.gif,Q178605
3389,根圧,根圧,コンアツ,理科,中学校,根が水を上へおし上げる力。蒸散とともに植物の中の水の動きを支える。,http://commons.wikimedia.org/wiki/Special:FilePath/Primary_and_secondary_cotton_roots.jpg,https://commons.wikimedia.org/wiki/File:Primary_and_secondary_cotton_roots.jpg,Q1283196
3390,人工光合成,人工光合成,ジンコウコウゴウセイ,理科,中学校,植物をまねて光で水と二酸化炭素から燃料をつくる技術。研究が進む。,http://commons.wikimedia.org/wiki/Special:FilePath/Photo_Electric_Cell_Evolving_Hydrogen_and_Oxygen.jpg,https://commons.wikimedia.org/wiki/File:Photo_Electric_Cell_Evolving_Hydrogen_and_Oxygen.jpg,Q654623
3391,再生医療,再生医療,サイセイイリョウ,理科,中学校,失われた体の組織を細胞からつくり直す医療。人工多能性幹細胞を使う。,http://commons.wikimedia.org/wiki/Special:FilePath/Humanstemcell.JPG,https://commons.wikimedia.org/wiki/File:Humanstemcell.JPG,Q1061415
3392,大量絶滅,大量絶滅,タイリョウゼツメツ,理科,中学校,多くの種類の生物が短い期間に絶滅すること。恐竜の絶滅が有名。,http://commons.wikimedia.org/wiki/Special:FilePath/Extinction_Intensity.svg,https://commons.wikimedia.org/wiki/File:Extinction_Intensity.svg,Q55814
3393,マゼラン雲,マゼラン雲,マゼランウン,理科,中学校,南半球の空に見える銀河系のとなりの小さな銀河。大小二つがある。,http://commons.wikimedia.org/wiki/Special:FilePath/Magellanic_Clouds_%E2%80%95_Irregular_Dwarf_Galaxies.jpg,https://commons.wikimedia.org/wiki/File:Magellanic_Clouds_%E2%80%95_Irregular_Dwarf_Galaxies.jpg,Q50028
3394,リチウムイオン電池,リチウムイオン電池,リチウムイオンデンチ,理科,中学校,くり返し充電できる軽くて高性能な電池。携帯電話や電気自動車に使う。,http://commons.wikimedia.org/wiki/Special:FilePath/Lithium-Ion_Cell_cylindric.JPG,https://commons.wikimedia.org/wiki/File:Lithium-Ion_Cell_cylindric.JPG,Q2822895
3395,系外惑星,系外惑星,ケイガイワクセイ,理科,中学校,太陽系の外にある恒星をまわる惑星。生命がいる星の探査が進む。,http://commons.wikimedia.org/wiki/Special:FilePath/Planets_everywhere_%28artist%E2%80%99s_impression%29.jpg,https://commons.wikimedia.org/wiki/File:Planets_everywhere_%28artist%E2%80%99s_impression%29.jpg,Q44559
3396,電子顕微鏡,電子顕微鏡,デンシケンビキョウ,理科,中学校,光の代わりに電子を使い細胞のごく細かいつくりまで見られる装置。,http://commons.wikimedia.org/wiki/Special:FilePath/Elektronenmikroskop.jpg,https://commons.wikimedia.org/wiki/File:Elektronenmikroskop.jpg,Q132560
3397,バイメタル,バイメタル,バイメタル,理科,小学校,のびちぢみのちがう二種類の金属をはり合わせた板。温度が変わると曲がる。,http://commons.wikimedia.org/wiki/Special:FilePath/Bimetal_coil_reacts_to_lighter.gif,https://commons.wikimedia.org/wiki/File:Bimetal_coil_reacts_to_lighter.gif,Q746634
3398,ブルーカーボン,ブルーカーボン,ブルーカーボン,理科,小学校,海の藻場や干潟がたくわえる炭素。地球温暖化を防ぐはたらきが注目される。,http://commons.wikimedia.org/wiki/Special:FilePath/Ways_one_blue_carbon_habitat_can_influence_carbon_processing_in_an_adjacent_habitat.webp,https://commons.wikimedia.org/wiki/File:Ways_one_blue_carbon_habitat_can_influence_carbon_processing_in_an_adjacent_habitat.webp,Q4930066
3399,進化論,進化論,シンカロン,理科,中学校,生物は長い時間をかけて変化してきたという考え。ダーウィンが体系化した。,http://commons.wikimedia.org/wiki/Special:FilePath/Darwin_Tree_1837.png,https://commons.wikimedia.org/wiki/File:Darwin_Tree_1837.png,Q1063
3400,細胞,細胞,サイボウ,理科,小学校/中学校,生物の体をつくる最も小さな単位。核や細胞膜からできている。,http://commons.wikimedia.org/wiki/Special:FilePath/Wilson1900Fig2.jpg,https://commons.wikimedia.org/wiki/File:Wilson1900Fig2.jpg,Q7868
3401,心臓,心臓,シンゾウ,理科,小学校/中学校,血液を全身に送り出すポンプのはたらきをする器官。四つの部屋がある。,http://commons.wikimedia.org/wiki/Special:FilePath/Heart_anterior_exterior_view.png,https://commons.wikimedia.org/wiki/File:Heart_anterior_exterior_view.png,Q1072
3402,肝臓,肝臓,カンゾウ,理科,小学校/中学校,養分をたくわえ有害な物質を分解する体内最大の器官。胆汁もつくる。,http://commons.wikimedia.org/wiki/Special:FilePath/Leber_Schaf.jpg,https://commons.wikimedia.org/wiki/File:Leber_Schaf.jpg,Q9368
3403,小腸,小腸,ショウチョウ,理科,小学校/中学校,消化された養分を吸収する細長い器官。内側に柔毛がびっしり並ぶ。,http://commons.wikimedia.org/wiki/Special:FilePath/Magendarmkanal.JPG,https://commons.wikimedia.org/wiki/File:Magendarmkanal.JPG,Q11090
3404,風力発電,風力発電,フウリョクハツデン,理科,小学校,風の力で風車を回して電気をつくるしくみ。二酸化炭素をほとんど出さない。,http://commons.wikimedia.org/wiki/Special:FilePath/Wind_turbines%2C_Thanet_Wind_Farm_-_geograph.org.uk_-_5092483.jpg,https://commons.wikimedia.org/wiki/File:Wind_turbines%2C_Thanet_Wind_Farm_-_geograph.org.uk_-_5092483.jpg,Q43302
3405,血液,血液,ケツエキ,理科,小学校/中学校,酸素や養分を運ぶ体内の液。赤血球や白血球や血しょうからなる。,http://commons.wikimedia.org/wiki/Special:FilePath/NIK_3232-Drops_of_blood_medium.JPG,https://commons.wikimedia.org/wiki/File:NIK_3232-Drops_of_blood_medium.JPG,Q7873
3406,血管,血管,ケッカン,理科,小学校/中学校,血液が流れる管。動脈と静脈と毛細血管に分けられる。,http://commons.wikimedia.org/wiki/Special:FilePath/Circulatory_System_en.svg,https://commons.wikimedia.org/wiki/File:Circulatory_System_en.svg,Q988343
3407,筋肉,筋肉,キンニク,理科,小学校/中学校,ちぢんで骨を動かすはたらきをする組織。関節をまたいで骨についている。,http://commons.wikimedia.org/wiki/Special:FilePath/Skeletal_muscle.jpg,https://commons.wikimedia.org/wiki/File:Skeletal_muscle.jpg,Q7365
3408,関節,関節,カンセツ,理科,小学校,骨と骨のつなぎ目で体が曲がる部分。ひじやひざが代表例。,http://commons.wikimedia.org/wiki/Special:FilePath/909_Types_of_Synovial_Joints.jpg,https://commons.wikimedia.org/wiki/File:909_Types_of_Synovial_Joints.jpg,Q9644
3409,消化,消化,ショウカ,理科,小学校/中学校,食べ物を体に吸収できる小さな粒に分解すること。消化酵素がはたらく。,http://commons.wikimedia.org/wiki/Special:FilePath/Blausen_0316_DigestiveSystem.png,https://commons.wikimedia.org/wiki/File:Blausen_0316_DigestiveSystem.png,Q11978
3410,呼吸,呼吸,コキュウ,理科,小学校/中学校,酸素を取り入れ二酸化炭素を出すはたらき。細胞でも行われている。,http://commons.wikimedia.org/wiki/Special:FilePath/Gas_exchange.jpg,https://commons.wikimedia.org/wiki/File:Gas_exchange.jpg,Q9530
3411,神経,神経,シンケイ,理科,中学校,刺激や命令の信号を伝えるつくり。脳や脊髄と感覚器官や筋肉を結ぶ。,http://commons.wikimedia.org/wiki/Special:FilePath/Chiikigakusaga_kaitaishinsho1-0023_shinkei.jpg,https://commons.wikimedia.org/wiki/File:Chiikigakusaga_kaitaishinsho1-0023_shinkei.jpg,Q9620
3412,微生物,微生物,ビセイブツ,理科,中学校,目に見えないほど小さな生物。分解者としてはたらき体の中にもすんでいる。,http://commons.wikimedia.org/wiki/Special:FilePath/E_coli_at_10000x%2C_original.jpg,https://commons.wikimedia.org/wiki/File:E_coli_at_10000x%2C_original.jpg,Q39833
3413,精子,精子,セイシ,理科,中学校,動物の雄がつくる生殖細胞。卵と結びついて受精卵になる。,http://commons.wikimedia.org/wiki/Special:FilePath/Sperm-egg.jpg,https://commons.wikimedia.org/wiki/File:Sperm-egg.jpg,Q74560
3414,遺伝,遺伝,イデン,理科,中学校,親の形質が子に受けつがれること。染色体の遺伝子がその情報を運ぶ。,http://commons.wikimedia.org/wiki/Special:FilePath/Hybridogenesis_in_water_frogs_gametes.svg,https://commons.wikimedia.org/wiki/File:Hybridogenesis_in_water_frogs_gametes.svg,Q178694
3415,高層天気図,高層天気図,コウソウテンキズ,理科,中学校,上空の気圧や風のようすを表した天気図。天気の予想に使われる。,http://commons.wikimedia.org/wiki/Special:FilePath/NAM_500_MB.PNG,https://commons.wikimedia.org/wiki/File:NAM_500_MB.PNG,Q11669289
3416,火山,火山,カザン,理科,小学校/中学校,地下のマグマがふき出してできた山。噴火のしかたで形が変わる。,http://commons.wikimedia.org/wiki/Special:FilePath/MSH80_eruption_mount_st_helens_05-18-80.jpg,https://commons.wikimedia.org/wiki/File:MSH80_eruption_mount_st_helens_05-18-80.jpg,Q8072
3417,地震,地震,ジシン,理科,小学校/中学校,地下の岩盤がずれて大地がゆれる現象。震源から波となって伝わる。,http://commons.wikimedia.org/wiki/Special:FilePath/Post-and-Grant-Avenue-Look.jpg,https://commons.wikimedia.org/wiki/File:Post-and-Grant-Avenue-Look.jpg,Q7944
3418,岩石,岩石,ガンセキ,理科,小学校/中学校,鉱物が集まってできた固い物質。火成岩と堆積岩に大きく分けられる。,http://commons.wikimedia.org/wiki/Special:FilePath/Granite.jpg,https://commons.wikimedia.org/wiki/File:Granite.jpg,Q8063
3419,天気図,天気図,テンキズ,理科,小学校/中学校,気圧や前線の分布を記号で表した図。天気の変化を読み取るのに使う。,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%BB%A4%E5%92%8C%EF%BC%93%E5%B9%B4%EF%BC%97%E6%9C%88%EF%BC%92%EF%BC%92%E6%97%A5%EF%BC%92%EF%BC%91%E6%99%82%E3%81%AE%E5%A4%A9%E6%B0%97%E5%9B%B3.png,https://commons.wikimedia.org/wiki/File:%E4%BB%A4%E5%92%8C%EF%BC%93%E5%B9%B4%EF%BC%97%E6%9C%88%EF%BC%92%EF%BC%92%E6%97%A5%EF%BC%92%EF%BC%91%E6%99%82%E3%81%AE%E5%A4%A9%E6%B0%97%E5%9B%B3.png,Q865144
3420,気圧,気圧,キアツ,理科,中学校,空気の重さによる圧力。低いところでは雲ができて天気がくずれやすい。,http://commons.wikimedia.org/wiki/Special:FilePath/Barometer_%286824817752%29.jpg,https://commons.wikimedia.org/wiki/File:Barometer_%286824817752%29.jpg,Q81809
3421,台風,台風,タイフウ,理科,小学校/中学校,熱帯の海上で発生し強い風と雨をもたらす低気圧。夏から秋に日本へ近づく。,http://commons.wikimedia.org/wiki/Special:FilePath/Haiyan_2013-11-07_1345Z_%28alternate%29.png,https://commons.wikimedia.org/wiki/File:Haiyan_2013-11-07_1345Z_%28alternate%29.png,Q140588
