id,name,class,vertebrate,order,family,description,wikidata,scientific_name,aphia_id,jodc_code,image,image_page,image_group
3065,オキセミホウボウ,魚類,脊椎動物,カサゴ目,セミホウボウ科,セミホウボウ科に分類され海域にも生息する魚でオキセミホウボウと呼ばれる。,Q2348881,Dactyloptena gilberti,218159,92033916010200,https://upload.wikimedia.org/wikipedia/commons/4/4f/SemiHByg.jpg,https://commons.wikimedia.org/wiki/File:SemiHByg.jpg,魚類
3066,ホシセミホウボウ,魚類,脊椎動物,カサゴ目,セミホウボウ科,セミホウボウ科に分類され海域にも生息する魚でホシセミホウボウと呼ばれる。,Q2704785,Dactyloptena peterseni,218160,92033916020100,,,魚類
3067,イボダンコ,魚類,脊椎動物,カサゴ目,ダンゴウオ科,ダンゴウオ科に分類され海域にも生息する魚でイボダンコと呼ばれる。,Q2940277,Eumicrotremus orbis,254535,92033917010100,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Spiny_lumpsucker_(Eumicrotremus_orbis).jpg/960px-Spiny_lumpsucker_(Eumicrotremus_orbis).jpg,https://commons.wikimedia.org/wiki/File:Spiny%20lumpsucker%20(Eumicrotremus%20orbis).jpg,魚類
3068,ナメダンコ,魚類,脊椎動物,カサゴ目,ダンゴウオ科,ダンゴウオ科に分類され海域にも生息する魚でナメダンコと呼ばれる。,Q3407722,Eumicrotremus taranetzi,274496,92033917010200,,,魚類
3069,ヒラダンゴ,魚類,脊椎動物,カサゴ目,ダンゴウオ科,ダンゴウオ科に分類され海域にも生息する魚でヒラダンゴと呼ばれる。,Q2454044,Eumicrotremus schmidti,274494,92033917010300,,,魚類
3070,コンペイトウ,魚類,脊椎動物,カサゴ目,ダンゴウオ科,ダンゴウオ科に分類され海域にも生息する魚でコンペイトウと呼ばれる。,Q2042588,Eumicrotremus asperrimus,254533,92033917010400,,,魚類
3071,フウセンウオ,魚類,脊椎動物,カサゴ目,ダンゴウオ科,ダンゴウオ科に分類され海域にも生息する魚でフウセンウオと呼ばれる。,Q2416707,Eumicrotremus pacificus,274493,92033917010500,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/%E9%A2%A8%E8%88%B9.jpg/960px-%E9%A2%A8%E8%88%B9.jpg,https://commons.wikimedia.org/wiki/File:%E9%A2%A8%E8%88%B9.jpg,魚類
3072,ヒゲダンゴ,魚類,脊椎動物,カサゴ目,ダンゴウオ科,ダンゴウオ科に分類され海域にも生息する魚でヒゲダンゴと呼ばれる。,Q2975167,Eumicrotremus barbatus,254534,92033917010600,,,魚類
3073,コブフウセンウオ,魚類,脊椎動物,カサゴ目,ダンゴウオ科,ダンゴウオ科に分類され海域にも生息する魚でコブフウセンウオと呼ばれる。,Q2628619,Cyclopteropsis bergi,274485,92033917020100,,,魚類
3074,ナメフウセンウオ,魚類,脊椎動物,カサゴ目,ダンゴウオ科,ダンゴウオ科に分類され海域にも生息する魚でナメフウセンウオと呼ばれる。,,Eumicrotremus lindbergi,1803735,92033917020200,,,魚類
3075,ダンゴウオ,魚類,脊椎動物,カサゴ目,ダンゴウオ科,ダンゴウオ科に分類され海域にも生息する魚でダンゴウオと呼ばれる。,Q116178622,Eumicrotremus awae,1526183,92033917030100,,,魚類
3076,オキホテイウオ,魚類,脊椎動物,カサゴ目,ダンゴウオ科,ダンゴウオ科に分類され海域にも生息する魚でオキホテイウオと呼ばれる。,Q2119379,Aptocyclus ventricosus,254299,92033917050100,https://upload.wikimedia.org/wikipedia/commons/f/f3/Smooth_lumpsucker.jpg,https://commons.wikimedia.org/wiki/File:Smooth%20lumpsucker.jpg,魚類
3077,コクチクサウオ,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でコクチクサウオと呼ばれる。,Q3543959,Liparis miostomus,274526,92033918010100,,,魚類
3078,アマクサウオ,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でアマクサウオと呼ばれる。,Q976441,Liparis bikunin,274502,92033918010300,,,魚類
3079,カンテンビクニン,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でカンテンビクニンと呼ばれる。,Q2788614,Liparis frenatus,274514,92033918010400,,,魚類
3080,エゾクサウオ,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でエゾクサウオと呼ばれる。,Q2708705,Liparis agassizii,274499,92033918010500,,,魚類
3081,アゴナシクサウオ,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でアゴナシクサウオと呼ばれる。,Q2436438,Liparis ochotensis,274529,92033918010600,,,魚類
3082,イサゴビクニン,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でイサゴビクニンと呼ばれる。,Q2436438,Liparis ochotensis,274529,92033918010700,,,魚類
3083,コウライビクニン,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でコウライビクニンと呼ばれる。,Q2436438,Liparis ochotensis,274529,92033918010800,,,魚類
3084,ビクニン,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でビクニンと呼ばれる。,Q1836475,Liparis tessellatus,274543,92033918010900,,,魚類
3085,クサウオ,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でクサウオと呼ばれる。,Q2119914,Liparis tanakae,274541,92033918011000,,,魚類
3086,バラビクニン,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でバラビクニンと呼ばれる。,Q3219009,Careproctus rhodomelas,274465,92033918020100,,,魚類
3087,セキチクビクニン,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でセキチクビクニンと呼ばれる。,Q1997528,Careproctus sinensis,274474,92033918020200,,,魚類
3088,カラフトビクニン,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でカラフトビクニンと呼ばれる。,Q2075897,Careproctus segaliensis,274471,92033918020300,,,魚類
3089,クロコンニヤクウオ,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でクロコンニヤクウオと呼ばれる。,Q1867847,Careproctus homopterus,274432,92033918020400,,,魚類
3090,ニセソコシロ,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でニセソコシロと呼ばれる。,Q1094761,Liparis burkei,274504,92033918020500,,,魚類
3091,ミサキビクニン,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でミサキビクニンと呼ばれる。,Q3760459,Allocareproctus jordani,279555,92033918020600,,,魚類
3092,ソコビクニン,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でソコビクニンと呼ばれる。,Q2748083,Careproctus bathycoetus,274412,92033918020800,,,魚類
3093,ダルマコンニヤクウオ,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でダルマコンニヤクウオと呼ばれる。,Q3768280,Careproctus cyclocephalus,274419,92033918020900,,,魚類
3094,オグロコンニヤクウオ,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でオグロコンニヤクウオと呼ばれる。,Q2801073,Careproctus furcellus,254548,92033918021000,,,魚類
3095,アイビクニン,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でアイビクニンと呼ばれる。,Q2134170,Careproctus cypselurus,274421,92033918021100,,,魚類
3096,ザラビクニン,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でザラビクニンと呼ばれる。,Q2512883,Careproctus trachysoma,274480,92033918021200,,,魚類
3097,トゲビクニン,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でトゲビクニンと呼ばれる。,Q1870666,Careproctus acanthodes,274404,92033918021300,,,魚類
3098,アオビクニン,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でアオビクニンと呼ばれる。,Q2278232,Careproctus rastrinus,274464,92033918021500,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Careproctus_rastrinus.JPG/960px-Careproctus_rastrinus.JPG,https://commons.wikimedia.org/wiki/File:Careproctus%20rastrinus.JPG,魚類
3099,ソコグロ,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でソコグロと呼ばれる。,Q3756434,Careproctus colletti,254547,92033918021600,,,魚類
3100,ソコシロ,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でソコシロと呼ばれる。,Q3756434,Careproctus colletti,254547,92033918021700,,,魚類
3101,トビビクニン,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でトビビクニンと呼ばれる。,Q2495222,Careproctus roseofuscus,274467,92033918021800,,,魚類
3102,アラスカビクニン,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でアラスカビクニンと呼ばれる。,Q3756434,Careproctus colletti,254547,92033918021900,,,魚類
3103,アバチヤン,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でアバチヤンと呼ばれる。,Q2194758,Crystallias matsushimae,280449,92033918030100,,,魚類
3104,アオインキウオ,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でアオインキウオと呼ばれる。,Q2196224,Paraliparis rosaceus,274608,92033918040100,,,魚類
3105,モモイロインキウオ,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でモモイロインキウオと呼ばれる。,Q2052484,Paraliparis entochloris,274577,92033918040200,,,魚類
3106,トビインキウオ,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でトビインキウオと呼ばれる。,Q3760456,Paraliparis melanobranchus,274596,92033918040300,,,魚類
3107,インキウオ,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でインキウオと呼ばれる。,Q2614909,Paraliparis atramentatus,274552,92033918040400,,,魚類
3108,ヒラインキウオ,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でヒラインキウオと呼ばれる。,Q60436,Paraliparis grandis,274581,92033918040500,,,魚類
3109,カンテンウオ,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でカンテンウオと呼ばれる。,Q3023502,Nectoliparis pelagicus,281641,92033918050100,,,魚類
3110,コビトクサウオ,魚類,脊椎動物,カサゴ目,クサウオ科,クサウオ科に分類され海域にも生息する魚でコビトクサウオと呼ばれる。,Q2338551,Lipariscus nanus,281365,92033918060100,,,魚類
3111,アンコウウバウオ,魚類,脊椎動物,ウバウオ目,ウバウオ科,ウバウオ科に分類され海域にも生息する魚でアンコウウバウオと呼ばれる。,Q2252673,Conidens laticephalus,280382,92034001010100,https://upload.wikimedia.org/wikipedia/commons/8/8c/AnkoUU.jpg,https://commons.wikimedia.org/wiki/File:AnkoUU.jpg,魚類
3112,ホソウバウオ,魚類,脊椎動物,ウバウオ目,ウバウオ科,ウバウオ科に分類され海域にも生息する魚でホソウバウオと呼ばれる。,Q2320498,Pherallodus indicus,277112,92034001020100,https://upload.wikimedia.org/wikipedia/commons/6/61/HosoUUshima.jpg,https://commons.wikimedia.org/wiki/File:HosoUUshima.jpg,魚類
3113,ヒメウバウオ,魚類,脊椎動物,ウバウオ目,ウバウオ科,ウバウオ科に分類され海域にも生息する魚でヒメウバウオと呼ばれる。,Q2746622,Propherallodus briggsi,282367,92034001030100,,,魚類
3114,ツルウバウオ,魚類,脊椎動物,ウバウオ目,ウバウオ科,ウバウオ科に分類され海域にも生息する魚でツルウバウオと呼ばれる。,Q2444489,Aspasmichthys ciconiae,279748,92034001040100,https://upload.wikimedia.org/wikipedia/commons/4/47/TsuruUU.jpg,https://commons.wikimedia.org/wiki/File:TsuruUU.jpg,魚類
3115,メシマウバウオ,魚類,脊椎動物,ウバウオ目,ウバウオ科,ウバウオ科に分類され海域にも生息する魚でメシマウバウオと呼ばれる。,Q2308117,Pherallodichthys meshimaensis,282236,92034001060100,,,魚類
3116,ミサキウバウオ,魚類,脊椎動物,ウバウオ目,ウバウオ科,ウバウオ科に分類され海域にも生息する魚でミサキウバウオと呼ばれる。,Q5301024,Lepadichthys frenatus,279218,92034001070100,https://upload.wikimedia.org/wikipedia/commons/0/06/MisakiUU.jpg,https://commons.wikimedia.org/wiki/File:MisakiUU.jpg,魚類
3117,ハシナガウバウオ,魚類,脊椎動物,ウバウオ目,ウバウオ科,ウバウオ科に分類され海域にも生息する魚でハシナガウバウオと呼ばれる。,Q2256909,Diademichthys lineatus,219756,92034001080100,https://upload.wikimedia.org/wikipedia/commons/b/b0/HashinagaUU.jpg,https://commons.wikimedia.org/wiki/File:HashinagaUU.jpg,魚類
3118,ウミシダウバウオ,魚類,脊椎動物,ウバウオ目,ウバウオ科,ウバウオ科に分類され海域にも生息する魚でウミシダウバウオと呼ばれる。,Q4374705,Discotrema crinophilum,398425,92034001090100,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Discotrema_crinophilum_(28050040353).jpg/960px-Discotrema_crinophilum_(28050040353).jpg,https://commons.wikimedia.org/wiki/File:Discotrema%20crinophilum%20(28050040353).jpg,魚類
3119,セイヨウハナガサヌメリ,魚類,脊椎動物,ウバウオ目,イナカヌメリ科,イナカヌメリ科に分類され海域にも生息する魚でセイヨウハナガサヌメリと呼ばれる。,Q3704318,Centrodraco acanthopoma,126847,92034002010100,,,魚類
3120,ハナガサヌメリ,魚類,脊椎動物,ウバウオ目,イナカヌメリ科,イナカヌメリ科に分類され海域にも生息する魚でハナガサヌメリと呼ばれる。,Q2266134,Centrodraco pseudoxenicus,273393,92034002010200,,,魚類
3121,オトヒメヌメリ,魚類,脊椎動物,ウバウオ目,イナカヌメリ科,イナカヌメリ科に分類され海域にも生息する魚でオトヒメヌメリと呼ばれる。,Q2689408,Centrodraco otohime,273392,92034002010300,,,魚類
3122,イナカヌメリ,魚類,脊椎動物,ウバウオ目,イナカヌメリ科,イナカヌメリ科に分類され海域にも生息する魚でイナカヌメリと呼ばれる。,Q2795763,Draconetta xenica,221427,92034002020100,,,魚類
3123,トンガリヌメリ,魚類,脊椎動物,ウバウオ目,ネズツポ科,ネズツポ科に分類され海域にも生息する魚でトンガリヌメリと呼ばれる。,Q2609498,Bathycallionymus kaianus,219766,92034003010100,,,魚類
3124,クジヤクソコヌメリ,魚類,脊椎動物,ウバウオ目,ネズツポ科,ネズツポ科に分類され海域にも生息する魚でクジヤクソコヌメリと呼ばれる。,Q2565383,Callionymus formosanus,273182,92034003010200,,,魚類
3125,ソコヌメリ,魚類,脊椎動物,ウバウオ目,ネズツポ科,ネズツポ科に分類され海域にも生息する魚でソコヌメリと呼ばれる。,Q28599099,Callionymus sokonumeri,302260,92034003010300,,,魚類
3126,ベニテグリ,魚類,脊椎動物,ウバウオ目,ネズツポ科,ネズツポ科に分類され海域にも生息する魚でベニテグリと呼ばれる。,Q3757400,Synchiropus altivelis,367209,92034003020100,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Synchiropus_altivelis_Numazu.jpg/960px-Synchiropus_altivelis_Numazu.jpg,https://commons.wikimedia.org/wiki/File:Synchiropus%20altivelis%20Numazu.jpg,魚類
3127,アミメノドクサリ,魚類,脊椎動物,ウバウオ目,ネズツポ科,ネズツポ科に分類され海域にも生息する魚でアミメノドクサリと呼ばれる。,Q2004367,Foetorepus kamoharai,276344,92034003020200,,,魚類
3128,コウワンテグリ,魚類,脊椎動物,ウバウオ目,ネズツポ科,ネズツポ科に分類され海域にも生息する魚でコウワンテグリと呼ばれる。,Q28599425,Neosynchiropus ocellatus,315019,92034003030100,,,魚類
3129,セソコテグリ,魚類,脊椎動物,ウバウオ目,ネズツポ科,ネズツポ科に分類され海域にも生息する魚でセソコテグリと呼ばれる。,Q2351687,Synchiropus morrisoni,273251,92034003030200,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Dragonet_(6997575255).jpg/960px-Dragonet_(6997575255).jpg,https://commons.wikimedia.org/wiki/File:Dragonet%20(6997575255).jpg,魚類
3130,ヤマドリ,魚類,脊椎動物,ウバウオ目,ネズツポ科,ネズツポ科に分類され海域にも生息する魚でヤマドリと呼ばれる。,Q25473100,Neosynchiropus ijimae,1017278,92034003030300,,,魚類
3131,ヒメテグリ,魚類,脊椎動物,ウバウオ目,ネズツポ科,ネズツポ科に分類され海域にも生息する魚でヒメテグリと呼ばれる。,Q28532688,Synchiropus kiyoae,302277,92034003050100,,,魚類
3132,コガタハナビヌメリ,魚類,脊椎動物,ウバウオ目,ネズツポ科,ネズツポ科に分類され海域にも生息する魚でコガタハナビヌメリと呼ばれる。,Q3061662,Callionymus enneactis,273178,92034003060200,,,魚類
3133,コブヌメリ,魚類,脊椎動物,ウバウオ目,ネズツポ科,ネズツポ科に分類され海域にも生息する魚でコブヌメリと呼ばれる。,Q1043466,Diplogrammus xenicus,276338,92034003070100,https://upload.wikimedia.org/wikipedia/commons/4/4a/KobuNRf.jpg,https://commons.wikimedia.org/wiki/File:KobuNRf.jpg,魚類
3134,イツポンテグリ,魚類,脊椎動物,ウバウオ目,ネズツポ科,ネズツポ科に分類され海域にも生息する魚でイツポンテグリと呼ばれる。,Q3752064,Dactylopus dactylopus,278368,92034003080100,https://upload.wikimedia.org/wikipedia/commons/f/f8/Dactylopus_dactylopus_by_Vincent_C_Chen.jpg,https://commons.wikimedia.org/wiki/File:Dactylopus%20dactylopus%20by%20Vincent%20C%20Chen.jpg,魚類
3135,ヨメゴチ,魚類,脊椎動物,ウバウオ目,ネズツポ科,ネズツポ科に分類され海域にも生息する魚でヨメゴチと呼ばれる。,Q2194987,Callionymus japonicus,273191,92034003090100,https://upload.wikimedia.org/wikipedia/commons/f/f8/YomeKC.jpg,https://commons.wikimedia.org/wiki/File:YomeKC.jpg,魚類
3136,イトヒキヌメリ,魚類,脊椎動物,ウバウオ目,ネズツポ科,ネズツポ科に分類され海域にも生息する魚でイトヒキヌメリと呼ばれる。,Q28797171,Pseudocalliurichthys variegatus,315384,92034003100100,https://upload.wikimedia.org/wikipedia/commons/a/af/ItohikiNRf.jpg,https://commons.wikimedia.org/wiki/File:ItohikiNRf.jpg,魚類
3137,ヤリヌメリ,魚類,脊椎動物,ウバウオ目,ネズツポ科,ネズツポ科に分類され海域にも生息する魚でヤリヌメリと呼ばれる。,Q2233682,Repomucenus huguenini,282560,92034003110100,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Repomucenus_huguenini_Shizuoka_%EF%BC%92.jpg/960px-Repomucenus_huguenini_Shizuoka_%EF%BC%92.jpg,https://commons.wikimedia.org/wiki/File:Repomucenus%20huguenini%20Shizuoka%20%EF%BC%92.jpg,魚類
3138,ホロヌメリ,魚類,脊椎動物,ウバウオ目,ネズツポ科,ネズツポ科に分類され海域にも生息する魚でホロヌメリと呼ばれる。,Q2143553,Repomucenus virgis,282567,92034003110200,,,魚類
3139,ネズミゴチ,魚類,脊椎動物,ウバウオ目,ネズツポ科,ネズツポ科に分類され海域にも生息する魚でネズミゴチと呼ばれる。,Q2112164,Callionymus curvicornis,273174,92034003110300,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Repomucenus_richardsonii.jpg/960px-Repomucenus_richardsonii.jpg,https://commons.wikimedia.org/wiki/File:Repomucenus%20richardsonii.jpg,魚類
3140,トビヌメリ,魚類,脊椎動物,ウバウオ目,ネズツポ科,ネズツポ科に分類され海域にも生息する魚でトビヌメリと呼ばれる。,Q2214521,Callionymus beniteguri,273165,92034003110400,https://upload.wikimedia.org/wikipedia/commons/3/35/TobiNRyg.jpg,https://commons.wikimedia.org/wiki/File:TobiNRyg.jpg,魚類
3141,セトヌメリ,魚類,脊椎動物,ウバウオ目,ネズツポ科,ネズツポ科に分類され海域にも生息する魚でセトヌメリと呼ばれる。,Q2298976,Repomucenus ornatipinnis,282565,92034003110500,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Repomucenus_ornatipinnis_Mariho.jpg/960px-Repomucenus_ornatipinnis_Mariho.jpg,https://commons.wikimedia.org/wiki/File:Repomucenus%20ornatipinnis%20Mariho.jpg,魚類
3142,ハタタテヌメリ,魚類,脊椎動物,ウバウオ目,ネズツポ科,ネズツポ科に分類され海域にも生息する魚でハタタテヌメリと呼ばれる。,Q2391706,Callionymus valenciennei,273234,92034003110600,,,魚類
3143,ヌメリゴチ,魚類,脊椎動物,ウバウオ目,ネズツポ科,ネズツポ科に分類され海域にも生息する魚でヌメリゴチと呼ばれる。,Q28599097,Callionymus lunatus,302240,92034003110700,,,魚類
3144,ヘラヌメリ,魚類,脊椎動物,ウバウオ目,ネズツポ科,ネズツポ科に分類され海域にも生息する魚でヘラヌメリと呼ばれる。,Q1837029,Callionymus planus,273215,92034003110800,,,魚類
3145,タツヌメリ,魚類,脊椎動物,ウバウオ目,ネズツポ科,ネズツポ科に分類され海域にも生息する魚でタツヌメリと呼ばれる。,Q2315685,Callionymus draconis,273177,92034003120100,,,魚類
3146,タンザクテグリ,魚類,脊椎動物,ウバウオ目,ネズツポ科,ネズツポ科に分類され海域にも生息する魚でタンザクテグリと呼ばれる。,Q148812,Anaora tentaculata,279602,92034003130100,,,魚類
3147,オオクチヌメリ,魚類,脊椎動物,ウバウオ目,ネズツポ科,ネズツポ科に分類され海域にも生息する魚でオオクチヌメリと呼ばれる。,Q522612,Eleutherochir opercularis,280637,92034003140100,,,魚類
3148,バケヌメリ,魚類,脊椎動物,ウバウオ目,ネズツポ科,ネズツポ科に分類され海域にも生息する魚でバケヌメリと呼ばれる。,Q28746046,Draculo mirabilis,311198,92034003140200,,,魚類
3149,コケビラメ,魚類,脊椎動物,カレイ目,コケビラメ科,コケビラメ科に分類され海域にも生息する魚でコケビラメと呼ばれる。,Q2716523,Citharoides macrolepidotus,277502,92034101010100,,,魚類
3150,ウロコガレイ,魚類,脊椎動物,カレイ目,コケビラメ科,コケビラメ科に分類され海域にも生息する魚でウロコガレイと呼ばれる。,Q338727,Lepidoblepharon ophthalmolepis,281290,92034101020100,,,魚類
3151,メガレイ,魚類,脊椎動物,カレイ目,ヒラメ科,ヒラメ科に分類され海域にも生息する魚でメガレイと呼ばれる。,Q2316678,Pseudorhombus dupliciocellatus,277078,92034102020100,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Pseudorhombus_dupliciocellatus_Kagoshima.jpg/960px-Pseudorhombus_dupliciocellatus_Kagoshima.jpg,https://commons.wikimedia.org/wiki/File:Pseudorhombus%20dupliciocellatus%20Kagoshima.jpg,魚類
3152,ナンヨウガレイ,魚類,脊椎動物,カレイ目,ヒラメ科,ヒラメ科に分類され海域にも生息する魚でナンヨウガレイと呼ばれる。,Q1849025,Pseudorhombus oligodon,277087,92034102020200,,,魚類
3153,ヘラガンゾウビラメ,魚類,脊椎動物,カレイ目,ヒラメ科,ヒラメ科に分類され海域にも生息する魚でヘラガンゾウビラメと呼ばれる。,Q2311970,Pseudorhombus oculocirris,277086,92034102020300,https://upload.wikimedia.org/wikipedia/commons/4/44/HeraganzoHM.jpg,https://commons.wikimedia.org/wiki/File:HeraganzoHM.jpg,魚類
3154,タマガンゾウビラメ,魚類,脊椎動物,カレイ目,ヒラメ科,ヒラメ科に分類され海域にも生息する魚でタマガンゾウビラメと呼ばれる。,Q4378973,Pseudorhombus pentophthalmus,277088,92034102020400,,,魚類
3155,ガンゾウビラメ,魚類,脊椎動物,カレイ目,ヒラメ科,ヒラメ科に分類され海域にも生息する魚でガンゾウビラメと呼ばれる。,Q2531334,Pseudorhombus cinnamoneus,277075,92034102020600,,,魚類
3156,タイワンガンゾウビラメ,魚類,脊椎動物,カレイ目,ヒラメ科,ヒラメ科に分類され海域にも生息する魚でタイワンガンゾウビラメと呼ばれる。,Q10926704,Pseudorhombus levisquamis,277081,92034102020700,,,魚類
3157,アラメガレイ,魚類,脊椎動物,カレイ目,ヒラメ科,ヒラメ科に分類され海域にも生息する魚でアラメガレイと呼ばれる。,Q2367210,Tarphops oligolepis,282930,92034102030100,,,魚類
3158,ユメアラメガレイ,魚類,脊椎動物,カレイ目,ヒラメ科,ヒラメ科に分類され海域にも生息する魚でユメアラメガレイと呼ばれる。,Q2794449,Tarphops elegans,282929,92034102030200,,,魚類
3159,イトヒキガンゾウビラメ,魚類,脊椎動物,カレイ目,ダルマガレイ科,ダルマガレイ科に分類され海域にも生息する魚でイトヒキガンゾウビラメと呼ばれる。,Q2167460,Taeniopsetta ocellata,219813,92034103010100,,,魚類
3160,スミレガレイ,魚類,脊椎動物,カレイ目,ダルマガレイ科,ダルマガレイ科に分類され海域にも生息する魚でスミレガレイと呼ばれる。,Q1046336,Parabothus coarctatus,282002,92034103020100,,,魚類
3161,キシユウダルマガレイ,魚類,脊椎動物,カレイ目,ダルマガレイ科,ダルマガレイ科に分類され海域にも生息する魚でキシユウダルマガレイと呼ばれる。,Q2772901,Parabothus kiensis,282004,92034103020200,,,魚類
3162,ヤツメダルマガレイ,魚類,脊椎動物,カレイ目,ダルマガレイ科,ダルマガレイ科に分類され海域にも生息する魚でヤツメダルマガレイと呼ばれる。,Q2855636,Tosarhombus octoculatus,283017,92034103030100,,,魚類
3163,コウベダルマガレイ,魚類,脊椎動物,カレイ目,ダルマガレイ科,ダルマガレイ科に分類され海域にも生息する魚でコウベダルマガレイと呼ばれる。,Q1046359,Crossorhombus kobensis,278308,92034103040100,https://upload.wikimedia.org/wikipedia/commons/8/8a/KobeDKsan.jpg,https://commons.wikimedia.org/wiki/File:KobeDKsan.jpg,魚類
3164,カネコダルマガレイ,魚類,脊椎動物,カレイ目,ダルマガレイ科,ダルマガレイ科に分類され海域にも生息する魚でカネコダルマガレイと呼ばれる。,Q1045291,Crossorhombus kanekonis,278307,92034103040200,,,魚類
3165,ダルマガレイ,魚類,脊椎動物,カレイ目,ダルマガレイ科,ダルマガレイ科に分類され海域にも生息する魚でダルマガレイと呼ばれる。,Q1046337,Engyprosopon grandisquama,219802,92034103050100,https://upload.wikimedia.org/wikipedia/commons/6/6b/DarumaKkya.jpg,https://commons.wikimedia.org/wiki/File:DarumaKkya.jpg,魚類
3166,チカメダルマガレイ,魚類,脊椎動物,カレイ目,ダルマガレイ科,ダルマガレイ科に分類され海域にも生息する魚でチカメダルマガレイと呼ばれる。,Q1046355,Engyprosopon multisquama,277401,92034103050200,,,魚類
3167,ニセダルマガレイ,魚類,脊椎動物,カレイ目,ダルマガレイ科,ダルマガレイ科に分類され海域にも生息する魚でニセダルマガレイと呼ばれる。,Q2486092,Engyprosopon xystrias,277410,92034103050300,,,魚類
3168,テナガダルマガレイ,魚類,脊椎動物,カレイ目,ダルマガレイ科,ダルマガレイ科に分類され海域にも生息する魚でテナガダルマガレイと呼ばれる。,Q116178540,Engyprosopon maldivense,1605266,92034103050400,,,魚類
3169,ヒメダルマガレイ,魚類,脊椎動物,カレイ目,ダルマガレイ科,ダルマガレイ科に分類され海域にも生息する魚でヒメダルマガレイと呼ばれる。,Q1044999,Engyprosopon longipelvis,277396,92034103050500,,,魚類
3170,ホシダルマガレイ,魚類,脊椎動物,カレイ目,ダルマガレイ科,ダルマガレイ科に分類され海域にも生息する魚でホシダルマガレイと呼ばれる。,Q1044818,Bothus myriaster,219794,92034103060100,,,魚類
